| n | Iterative C | Recursive C | Dynamic Programming  C | Iterative P | Recursive P | Dynamic Programming  P |
| 1139 | 0.00229  |    -     | 0.00215  |0.04747  |    -     |    -     |
| 1140 | 0.00243  |    -     | 0.00218  |0.04745  |    -     |    -     |
| 1141 | 0.00239  |    -     | 0.00229  |0.04750  |    -     |    -     |
| 1142 | 0.00236  |    -     | 0.00223  |0.04105  |    -     |    -     |
| 1143 | 0.00231  |    -     | 0.00218  |0.04733  |    -     |    -     |
| 1144 | 0.00239  |    -     | 0.00224  |0.04753  |    -     |    -     |
| 1145 | 0.00234  |    -     | 0.00220  |0.04740  |    -     |    -     |
| 1146 | 0.00233  |    -     | 0.00224  |0.04740  |    -     |    -     |
| 1147 | 0.00237  |    -     | 0.00224  |0.04751  |    -     |    -     |
| 1148 | 0.00243  |    -     | 0.00210  |0.04535  |    -     |    -     |
| 1149 | 0.00224  |    -     | 0.00209  |0.04734  |    -     |    -     |
| 1150 | 0.00231  |    -     | 0.00226  |0.04697  |    -     |    -     |
| 1151 | 0.00226  |    -     | 0.00212  |0.04733  |    -     |    -     |
| 1152 | 0.00237  |    -     | 0.00210  |0.04731  |    -     |    -     |
| 1153 | 0.00234  |    -     | 0.00223  |0.04568  |    -     |    -     |
| 1154 | 0.00235  |    -     | 0.00223  |0.04744  |    -     |    -     |
| 1155 | 0.00232  |    -     | 0.00221  |0.03954  |    -     |    -     |
| 1156 | 0.00234  |    -     | 0.00225  |0.04753  |    -     |    -     |
| 1157 | 0.00238  |    -     | 0.00221  |0.04742  |    -     |    -     |
| 1158 | 0.00234  |    -     | 0.00225  |0.04747  |    -     |    -     |
| 1159 | 0.00225  |    -     | 0.00210  |0.04745  |    -     |    -     |
| 1160 | 0.00238  |    -     | 0.00224  |0.04735  |    -     |    -     |
| 1161 | 0.00243  |    -     | 0.00223  |0.04748  |    -     |    -     |
| 1162 | 0.00235  |    -     | 0.00225  |0.04734  |    -     |    -     |
| 1163 | 0.00242  |    -     | 0.00222  |0.04740  |    -     |    -     |
| 1164 | 0.00244  |    -     | 0.00228  |0.04749  |    -     |    -     |
| 1165 | 0.00235  |    -     | 0.00222  |0.04747  |    -     |    -     |
| 1166 | 0.00231  |    -     | 0.00219  |0.04591  |    -     |    -     |
| 1167 | 0.00232  |    -     | 0.00221  |0.04740  |    -     |    -     |
| 1168 | 0.00233  |    -     | 0.00211  |0.04748  |    -     |    -     |
| 1169 | 0.00232  |    -     | 0.00218  |0.04747  |    -     |    -     |
| 1170 | 0.00233  |    -     | 0.00223  |0.04763  |    -     |    -     |
| 1171 | 0.00233  |    -     | 0.00220  |0.04742  |    -     |    -     |
| 1172 | 0.00237  |    -     | 0.00223  |0.04744  |    -     |    -     |
| 1173 | 0.00226  |    -     | 0.00227  |0.04736  |    -     |    -     |
| 1174 | 0.00239  |    -     | 0.00225  |0.04748  |    -     |    -     |
| 1175 | 0.00226  |    -     | 0.00228  |0.04749  |    -     |    -     |
| 1176 | 0.00236  |    -     | 0.00220  |0.04747  |    -     |    -     |
| 1177 | 0.00234  |    -     | 0.00221  |0.04741  |    -     |    -     |
| 1178 | 0.00228  |    -     | 0.00226  |0.04405  |    -     |    -     |
| 1179 | 0.00233  |    -     | 0.00222  |0.04264  |    -     |    -     |
| 1180 | 0.00239  |    -     | 0.00222  |0.04749  |    -     |    -     |
| 1181 | 0.00235  |    -     | 0.00220  |0.04746  |    -     |    -     |
| 1182 | 0.00233  |    -     | 0.00222  |0.04748  |    -     |    -     |
| 1183 | 0.00232  |    -     | 0.00220  |0.04577  |    -     |    -     |
| 1184 | 0.00242  |    -     | 0.00213  |0.04747  |    -     |    -     |
| 1185 | 0.00251  |    -     | 0.00239  |0.04550  |    -     |    -     |
| 1186 | 0.00238  |    -     | 0.00224  |0.04743  |    -     |    -     |
| 1187 | 0.00226  |    -     | 0.00224  |0.04748  |    -     |    -     |
| 1188 | 0.00251  |    -     | 0.00225  |0.04263  |    -     |    -     |
| 1189 | 0.00243  |    -     | 0.00229  |0.04255  |    -     |    -     |
| 1190 | 0.00231  |    -     | 0.00223  |0.04747  |    -     |    -     |
| 1191 | 0.00243  |    -     | 0.00227  |0.04747  |    -     |    -     |
| 1192 | 0.00242  |    -     | 0.00221  |0.04748  |    -     |    -     |
| 1193 | 0.00240  |    -     | 0.00223  |0.04737  |    -     |    -     |
| 1194 | 0.00220  |    -     | 0.00213  |0.04746  |    -     |    -     |
| 1195 | 0.00241  |    -     | 0.00224  |0.04556  |    -     |    -     |
| 1196 | 0.00247  |    -     | 0.00223  |0.04748  |    -     |    -     |
| 1197 | 0.00238  |    -     | 0.00222  |0.04757  |    -     |    -     |
| 1198 | 0.00246  |    -     | 0.00229  |0.04742  |    -     |    -     |
| 1199 | 0.00234  |    -     | 0.00222  |0.04740  |    -     |    -     |
| 1200 | 0.00246  |    -     | 0.00227  |0.04742  |    -     |    -     |
| 1201 | 0.00242  |    -     | 0.00223  |0.04693  |    -     |    -     |
| 1202 | 0.00234  |    -     | 0.00220  |0.04748  |    -     |    -     |
| 1203 | 0.00237  |    -     | 0.00230  |0.04753  |    -     |    -     |
| 1204 | 0.00244  |    -     | 0.00227  |0.04751  |    -     |    -     |
| 1205 | 0.00233  |    -     | 0.00221  |0.04748  |    -     |    -     |
| 1206 | 0.00235  |    -     | 0.00222  |0.04737  |    -     |    -     |
| 1207 | 0.00234  |    -     | 0.00222  |0.04742  |    -     |    -     |
| 1208 | 0.00236  |    -     | 0.00213  |0.04739  |    -     |    -     |
| 1209 | 0.00221  |    -     | 0.00224  |0.04740  |    -     |    -     |
| 1210 | 0.00221  |    -     | 0.00213  |0.04712  |    -     |    -     |
| 1211 | 0.00243  |    -     | 0.00225  |0.04737  |    -     |    -     |
| 1212 | 0.00242  |    -     | 0.00221  |0.04256  |    -     |    -     |
| 1213 | 0.00221  |    -     | 0.00208  |0.04730  |    -     |    -     |
| 1214 | 0.00222  |    -     | 0.00206  |0.04730  |    -     |    -     |
| 1215 | 0.00235  |    -     | 0.00222  |0.04753  |    -     |    -     |
| 1216 | 0.00241  |    -     | 0.00227  |0.04509  |    -     |    -     |
| 1217 | 0.00232  |    -     | 0.00220  |0.04443  |    -     |    -     |
| 1218 | 0.00237  |    -     | 0.00222  |0.04752  |    -     |    -     |
| 1219 | 0.00238  |    -     | 0.00229  |0.04734  |    -     |    -     |
| 1220 | 0.00250  |    -     | 0.00222  |0.04199  |    -     |    -     |
| 1221 | 0.00230  |    -     | 0.00217  |0.04630  |    -     |    -     |
| 1222 | 0.00236  |    -     | 0.00223  |0.04750  |    -     |    -     |
| 1223 | 0.00240  |    -     | 0.00228  |0.04750  |    -     |    -     |
| 1224 | 0.00239  |    -     | 0.00221  |0.04745  |    -     |    -     |
| 1225 | 0.00233  |    -     | 0.00222  |0.04018  |    -     |    -     |
| 1226 | 0.00231  |    -     | 0.00218  |0.04750  |    -     |    -     |
| 1227 | 0.00243  |    -     | 0.00227  |0.04748  |    -     |    -     |
| 1228 | 0.00240  |    -     | 0.00217  |0.04123  |    -     |    -     |
| 1229 | 0.00237  |    -     | 0.00223  |0.04738  |    -     |    -     |
| 1230 | 0.00236  |    -     | 0.00223  |0.04749  |    -     |    -     |
| 1231 | 0.00236  |    -     | 0.00221  |0.04745  |    -     |    -     |
| 1232 | 0.00242  |    -     | 0.00223  |0.04362  |    -     |    -     |
| 1233 | 0.00237  |    -     | 0.00225  |0.04484  |    -     |    -     |
| 1234 | 0.00243  |    -     | 0.00233  |0.04670  |    -     |    -     |
| 1235 | 0.00236  |    -     | 0.00219  |0.04745  |    -     |    -     |
| 1236 | 0.00240  |    -     | 0.00220  |0.04746  |    -     |    -     |
| 1237 | 0.00231  |    -     | 0.00221  |0.04743  |    -     |    -     |
| 1238 | 0.00245  |    -     | 0.00228  |0.04748  |    -     |    -     |
| 1239 | 0.00238  |    -     | 0.00218  |0.04748  |    -     |    -     |
| 1240 | 0.00238  |    -     | 0.00217  |0.04740  |    -     |    -     |
| 1241 | 0.00236  |    -     | 0.00221  |0.04191  |    -     |    -     |
| 1242 | 0.00232  |    -     | 0.00222  |0.04741  |    -     |    -     |
| 1243 | 0.00232  |    -     | 0.00228  |0.04736  |    -     |    -     |
| 1244 | 0.00238  |    -     | 0.00219  |0.04749  |    -     |    -     |
| 1245 | 0.00238  |    -     | 0.00222  |0.04749  |    -     |    -     |
| 1246 | 0.00234  |    -     | 0.00213  |0.04623  |    -     |    -     |
| 1247 | 0.00230  |    -     | 0.00221  |0.04645  |    -     |    -     |
| 1248 | 0.00218  |    -     | 0.00206  |0.04711  |    -     |    -     |
| 1249 | 0.00233  |    -     | 0.00219  |0.04733  |    -     |    -     |
| 1250 | 0.00233  |    -     | 0.00207  |0.04084  |    -     |    -     |
| 1251 | 0.00242  |    -     | 0.00221  |0.04748  |    -     |    -     |
| 1252 | 0.00249  |    -     | 0.00227  |0.04430  |    -     |    -     |
| 1253 | 0.00237  |    -     | 0.00223  |0.04631  |    -     |    -     |
| 1254 | 0.00240  |    -     | 0.00221  |0.04745  |    -     |    -     |
| 1255 | 0.00228  |    -     | 0.00213  |0.04731  |    -     |    -     |
| 1256 | 0.00239  |    -     | 0.00220  |0.04746  |    -     |    -     |
| 1257 | 0.00253  |    -     | 0.00212  |0.04700  |    -     |    -     |
| 1258 | 0.00241  |    -     | 0.00223  |0.04749  |    -     |    -     |
| 1259 | 0.00236  |    -     | 0.00268  |0.04752  |    -     |    -     |
| 1260 | 0.00247  |    -     | 0.00228  |0.04703  |    -     |    -     |
| 1261 | 0.00238  |    -     | 0.00226  |0.04512  |    -     |    -     |
| 1262 | 0.00231  |    -     | 0.00221  |0.04748  |    -     |    -     |
| 1263 | 0.00236  |    -     | 0.00221  |0.04747  |    -     |    -     |
| 1264 | 0.00238  |    -     | 0.00229  |0.04745  |    -     |    -     |
| 1265 | 0.00235  |    -     | 0.00221  |0.04741  |    -     |    -     |
| 1266 | 0.00234  |    -     | 0.00225  |0.04750  |    -     |    -     |
| 1267 | 0.00235  |    -     | 0.00221  |0.04751  |    -     |    -     |
| 1268 | 0.00239  |    -     | 0.00224  |0.03952  |    -     |    -     |
| 1269 | 0.00230  |    -     | 0.00223  |0.04749  |    -     |    -     |
| 1270 | 0.00237  |    -     | 0.00222  |0.04321  |    -     |    -     |
| 1271 | 0.00236  |    -     | 0.00223  |0.04745  |    -     |    -     |
| 1272 | 0.00234  |    -     | 0.00223  |0.04528  |    -     |    -     |
| 1273 | 0.00232  |    -     | 0.00218  |0.04739  |    -     |    -     |
| 1274 | 0.00237  |    -     | 0.00222  |0.04156  |    -     |    -     |
| 1275 | 0.00230  |    -     | 0.00220  |0.04747  |    -     |    -     |
| 1276 | 0.00233  |    -     | 0.00221  |0.04624  |    -     |    -     |
| 1277 | 0.00237  |    -     | 0.00219  |0.04753  |    -     |    -     |
| 1278 | 0.00240  |    -     | 0.00227  |0.04744  |    -     |    -     |
| 1279 | 0.00228  |    -     | 0.00227  |0.04754  |    -     |    -     |
| 1280 | 0.00234  |    -     | 0.00219  |0.04098  |    -     |    -     |
| 1281 | 0.00227  |    -     | 0.00216  |0.04269  |    -     |    -     |
| 1282 | 0.00233  |    -     | 0.00221  |0.04749  |    -     |    -     |
| 1283 | 0.00236  |    -     | 0.00224  |0.04745  |    -     |    -     |
| 1284 | 0.00238  |    -     | 0.00222  |0.04590  |    -     |    -     |
| 1285 | 0.00230  |    -     | 0.00222  |0.04754  |    -     |    -     |
| 1286 | 0.00239  |    -     | 0.00219  |0.04742  |    -     |    -     |
| 1287 | 0.00237  |    -     | 0.00227  |0.04752  |    -     |    -     |
| 1288 | 0.00246  |    -     | 0.00226  |0.04749  |    -     |    -     |
| 1289 | 0.00234  |    -     | 0.00213  |0.04752  |    -     |    -     |
| 1290 | 0.00234  |    -     | 0.00222  |0.04746  |    -     |    -     |
| 1291 | 0.00233  |    -     | 0.00215  |0.04393  |    -     |    -     |
| 1292 | 0.00234  |    -     | 0.00217  |0.04742  |    -     |    -     |
| 1293 | 0.00228  |    -     | 0.00228  |0.04749  |    -     |    -     |
| 1294 | 0.00234  |    -     | 0.00219  |0.04747  |    -     |    -     |
| 1295 | 0.00234  |    -     | 0.00223  |0.04747  |    -     |    -     |
| 1296 | 0.00236  |    -     | 0.00227  |0.04738  |    -     |    -     |
| 1297 | 0.00242  |    -     | 0.00224  |0.04749  |    -     |    -     |
| 1298 | 0.00238  |    -     | 0.00215  |0.04751  |    -     |    -     |
| 1299 | 0.00236  |    -     | 0.00228  |0.04750  |    -     |    -     |
| 1300 | 0.00240  |    -     | 0.00221  |0.04745  |    -     |    -     |
| 1301 | 0.00231  |    -     | 0.00221  |0.04752  |    -     |    -     |
| 1302 | 0.00234  |    -     | 0.00231  |0.04736  |    -     |    -     |
| 1303 | 0.00224  |    -     | 0.00211  |0.04742  |    -     |    -     |
| 1304 | 0.00242  |    -     | 0.00224  |0.04737  |    -     |    -     |
| 1305 | 0.00237  |    -     | 0.00233  |0.04741  |    -     |    -     |
| 1306 | 0.00236  |    -     | 0.00221  |0.04738  |    -     |    -     |
| 1307 | 0.00234  |    -     | 0.00223  |0.04738  |    -     |    -     |
| 1308 | 0.00239  |    -     | 0.00222  |0.04751  |    -     |    -     |
| 1309 | 0.00232  |    -     | 0.00221  |0.04386  |    -     |    -     |
| 1310 | 0.00229  |    -     | 0.00221  |0.04748  |    -     |    -     |
| 1311 | 0.00230  |    -     | 0.00219  |0.04745  |    -     |    -     |
| 1312 | 0.00234  |    -     | 0.00212  |0.04749  |    -     |    -     |
| 1313 | 0.00239  |    -     | 0.00222  |0.04741  |    -     |    -     |
| 1314 | 0.00238  |    -     | 0.00222  |0.04408  |    -     |    -     |
| 1315 | 0.00231  |    -     | 0.00220  |0.04743  |    -     |    -     |
| 1316 | 0.00228  |    -     | 0.00226  |0.04746  |    -     |    -     |
| 1317 | 0.00237  |    -     | 0.00223  |0.04747  |    -     |    -     |
| 1318 | 0.00233  |    -     | 0.00221  |0.04463  |    -     |    -     |
| 1319 | 0.00235  |    -     | 0.00223  |0.04740  |    -     |    -     |
| 1320 | 0.00240  |    -     | 0.00228  |0.04108  |    -     |    -     |
| 1321 | 0.00237  |    -     | 0.00223  |0.04746  |    -     |    -     |
| 1322 | 0.00223  |    -     | 0.00229  |0.04759  |    -     |    -     |
| 1323 | 0.00247  |    -     | 0.00214  |0.04745  |    -     |    -     |
| 1324 | 0.00237  |    -     | 0.00222  |0.04744  |    -     |    -     |
| 1325 | 0.00239  |    -     | 0.00219  |0.04744  |    -     |    -     |
| 1326 | 0.00236  |    -     | 0.00221  |0.04199  |    -     |    -     |
| 1327 | 0.00230  |    -     | 0.00221  |0.04750  |    -     |    -     |
| 1328 | 0.00238  |    -     | 0.00220  |0.04756  |    -     |    -     |
| 1329 | 0.00235  |    -     | 0.00223  |0.04752  |    -     |    -     |
| 1330 | 0.00237  |    -     | 0.00221  |0.03948  |    -     |    -     |
| 1331 | 0.00231  |    -     | 0.00220  |0.04753  |    -     |    -     |
| 1332 | 0.00245  |    -     | 0.00227  |0.04274  |    -     |    -     |
| 1333 | 0.00226  |    -     | 0.00209  |0.04736  |    -     |    -     |
| 1334 | 0.00227  |    -     | 0.00210  |0.04226  |    -     |    -     |
| 1335 | 0.00222  |    -     | 0.00205  |0.04731  |    -     |    -     |
| 1336 | 0.00233  |    -     | 0.00208  |0.04740  |    -     |    -     |
| 1337 | 0.00224  |    -     | 0.00207  |0.04737  |    -     |    -     |
| 1338 | 0.00228  |    -     | 0.00209  |0.04728  |    -     |    -     |
| 1339 | 0.00218  |    -     | 0.00209  |0.04729  |    -     |    -     |
| 1340 | 0.00221  |    -     | 0.00210  |0.04041  |    -     |    -     |
| 1341 | 0.00223  |    -     | 0.00206  |0.04732  |    -     |    -     |
| 1342 | 0.00226  |    -     | 0.00210  |0.04739  |    -     |    -     |
| 1343 | 0.00226  |    -     | 0.00229  |0.04743  |    -     |    -     |
| 1344 | 0.00241  |    -     | 0.00216  |0.04744  |    -     |    -     |
| 1345 | 0.00238  |    -     | 0.00217  |0.04515  |    -     |    -     |
| 1346 | 0.00227  |    -     | 0.00208  |0.04728  |    -     |    -     |
| 1347 | 0.00223  |    -     | 0.00210  |0.04734  |    -     |    -     |
| 1348 | 0.00226  |    -     | 0.00209  |0.04726  |    -     |    -     |
| 1349 | 0.00222  |    -     | 0.00208  |0.04726  |    -     |    -     |
| 1350 | 0.00222  |    -     | 0.00207  |0.04728  |    -     |    -     |
| 1351 | 0.00221  |    -     | 0.00206  |0.04729  |    -     |    -     |
| 1352 | 0.00168  |    -     | 0.00230  |0.04730  |    -     |    -     |
| 1353 | 0.00229  |    -     | 0.00207  |0.04629  |    -     |    -     |
| 1354 | 0.00227  |    -     | 0.00212  |0.04736  |    -     |    -     |
| 1355 | 0.00230  |    -     | 0.00211  |0.04730  |    -     |    -     |
| 1356 | 0.00230  |    -     | 0.00208  |0.04147  |    -     |    -     |
| 1357 | 0.00225  |    -     | 0.00210  |0.04727  |    -     |    -     |
| 1358 | 0.00226  |    -     | 0.00209  |0.04729  |    -     |    -     |
| 1359 | 0.00225  |    -     | 0.00208  |0.04729  |    -     |    -     |
| 1360 | 0.00223  |    -     | 0.00207  |0.04725  |    -     |    -     |
| 1361 | 0.00223  |    -     | 0.00208  |0.04731  |    -     |    -     |
| 1362 | 0.00229  |    -     | 0.00210  |0.04729  |    -     |    -     |
| 1363 | 0.00224  |    -     | 0.00209  |0.04731  |    -     |    -     |
| 1364 | 0.00225  |    -     | 0.00210  |0.04730  |    -     |    -     |
| 1365 | 0.00226  |    -     | 0.00210  |0.04725  |    -     |    -     |
| 1366 | 0.00228  |    -     | 0.00210  |0.04729  |    -     |    -     |
| 1367 | 0.00225  |    -     | 0.00211  |0.04722  |    -     |    -     |
| 1368 | 0.00224  |    -     | 0.00210  |0.04099  |    -     |    -     |
| 1369 | 0.00230  |    -     | 0.00208  |0.04727  |    -     |    -     |
| 1370 | 0.00227  |    -     | 0.00211  |0.04733  |    -     |    -     |
| 1371 | 0.00232  |    -     | 0.00211  |0.04736  |    -     |    -     |
| 1372 | 0.00228  |    -     | 0.00209  |0.04732  |    -     |    -     |
| 1373 | 0.00229  |    -     | 0.00208  |0.04733  |    -     |    -     |
| 1374 | 0.00229  |    -     | 0.00207  |0.04723  |    -     |    -     |
| 1375 | 0.00220  |    -     | 0.00210  |0.04615  |    -     |    -     |
| 1376 | 0.00226  |    -     | 0.00207  |0.04010  |    -     |    -     |
| 1377 | 0.00234  |    -     | 0.00213  |0.04386  |    -     |    -     |
| 1378 | 0.00224  |    -     | 0.00208  |0.04730  |    -     |    -     |
| 1379 | 0.00236  |    -     | 0.00209  |0.04728  |    -     |    -     |
| 1380 | 0.00223  |    -     | 0.00208  |0.04734  |    -     |    -     |
| 1381 | 0.00230  |    -     | 0.00212  |0.04729  |    -     |    -     |
| 1382 | 0.00227  |    -     | 0.00211  |0.04729  |    -     |    -     |
| 1383 | 0.00229  |    -     | 0.00214  |0.04167  |    -     |    -     |
| 1384 | 0.00224  |    -     | 0.00208  |0.04734  |    -     |    -     |
| 1385 | 0.00230  |    -     | 0.00210  |0.04587  |    -     |    -     |
| 1386 | 0.00232  |    -     | 0.00211  |0.04737  |    -     |    -     |
| 1387 | 0.00231  |    -     | 0.00211  |0.04736  |    -     |    -     |
| 1388 | 0.00237  |    -     | 0.00212  |0.04734  |    -     |    -     |
| 1389 | 0.00228  |    -     | 0.00210  |0.04596  |    -     |    -     |
| 1390 | 0.00229  |    -     | 0.00210  |0.04732  |    -     |    -     |
| 1391 | 0.00229  |    -     | 0.00188  |0.04732  |    -     |    -     |
| 1392 | 0.00235  |    -     | 0.00214  |0.04738  |    -     |    -     |
| 1393 | 0.00231  |    -     | 0.00211  |0.04736  |    -     |    -     |
| 1394 | 0.00224  |    -     | 0.00206  |0.04720  |    -     |    -     |
| 1395 | 0.00224  |    -     | 0.00206  |0.04083  |    -     |    -     |
| 1396 | 0.00224  |    -     | 0.00205  |0.04729  |    -     |    -     |
| 1397 | 0.00224  |    -     | 0.00316  |0.04734  |    -     |    -     |
| 1398 | 0.00222  |    -     | 0.00206  |0.04567  |    -     |    -     |
| 1399 | 0.00222  |    -     | 0.00208  |0.04688  |    -     |    -     |
| 1400 | 0.00243  |    -     | 0.00224  |0.04751  |    -     |    -     |
| 1401 | 0.00236  |    -     | 0.00221  |0.04742  |    -     |    -     |
| 1402 | 0.00232  |    -     | 0.00222  |0.04743  |    -     |    -     |
| 1403 | 0.00236  |    -     | 0.00222  |0.04746  |    -     |    -     |
| 1404 | 0.00231  |    -     | 0.00220  |0.04749  |    -     |    -     |
| 1405 | 0.00233  |    -     | 0.00218  |0.04740  |    -     |    -     |
| 1406 | 0.00227  |    -     | 0.00225  |0.04127  |    -     |    -     |
| 1407 | 0.00240  |    -     | 0.00223  |0.04747  |    -     |    -     |
| 1408 | 0.00235  |    -     | 0.00211  |0.04334  |    -     |    -     |
| 1409 | 0.00240  |    -     | 0.00222  |0.04413  |    -     |    -     |
| 1410 | 0.00229  |    -     | 0.00218  |0.04389  |    -     |    -     |
| 1411 | 0.00230  |    -     | 0.00216  |0.04559  |    -     |    -     |
| 1412 | 0.00238  |    -     | 0.00222  |0.04330  |    -     |    -     |
| 1413 | 0.00244  |    -     | 0.00225  |0.04743  |    -     |    -     |
| 1414 | 0.00243  |    -     | 0.00216  |0.04554  |    -     |    -     |
| 1415 | 0.00240  |    -     | 0.00226  |0.04602  |    -     |    -     |
| 1416 | 0.00234  |    -     | 0.00227  |0.04746  |    -     |    -     |
| 1417 | 0.00236  |    -     | 0.00219  |0.04747  |    -     |    -     |
| 1418 | 0.00234  |    -     | 0.00222  |0.04751  |    -     |    -     |
| 1419 | 0.00238  |    -     | 0.00218  |0.04189  |    -     |    -     |
| 1420 | 0.00237  |    -     | 0.00222  |0.04748  |    -     |    -     |
| 1421 | 0.00233  |    -     | 0.00219  |0.04744  |    -     |    -     |
| 1422 | 0.00236  |    -     | 0.00223  |0.04494  |    -     |    -     |
| 1423 | 0.00235  |    -     | 0.00223  |0.04746  |    -     |    -     |
| 1424 | 0.00231  |    -     | 0.00220  |0.04752  |    -     |    -     |
| 1425 | 0.00233  |    -     | 0.00217  |0.04740  |    -     |    -     |
| 1426 | 0.00237  |    -     | 0.00220  |0.04739  |    -     |    -     |
| 1427 | 0.00244  |    -     | 0.00219  |0.04748  |    -     |    -     |
| 1428 | 0.00232  |    -     | 0.00219  |0.04437  |    -     |    -     |
| 1429 | 0.00236  |    -     | 0.00224  |0.04748  |    -     |    -     |
| 1430 | 0.00235  |    -     | 0.00222  |0.04748  |    -     |    -     |
| 1431 | 0.00245  |    -     | 0.00219  |0.04748  |    -     |    -     |
| 1432 | 0.00231  |    -     | 0.00220  |0.04752  |    -     |    -     |
| 1433 | 0.00239  |    -     | 0.00229  |0.04737  |    -     |    -     |
| 1434 | 0.00234  |    -     | 0.00228  |0.04749  |    -     |    -     |
| 1435 | 0.00234  |    -     | 0.00222  |0.04712  |    -     |    -     |
| 1436 | 0.00221  |    -     | 0.00220  |0.04742  |    -     |    -     |
| 1437 | 0.00240  |    -     | 0.00223  |0.04746  |    -     |    -     |
| 1438 | 0.00234  |    -     | 0.00222  |0.04737  |    -     |    -     |
| 1439 | 0.00244  |    -     | 0.00214  |0.04484  |    -     |    -     |
| 1440 | 0.00239  |    -     | 0.00227  |0.04750  |    -     |    -     |
| 1441 | 0.00233  |    -     | 0.00223  |0.04750  |    -     |    -     |
| 1442 | 0.00232  |    -     | 0.00217  |0.04275  |    -     |    -     |
| 1443 | 0.00235  |    -     | 0.00219  |0.04735  |    -     |    -     |
| 1444 | 0.00220  |    -     | 0.00206  |0.04603  |    -     |    -     |
| 1445 | 0.00222  |    -     | 0.00206  |0.04729  |    -     |    -     |
| 1446 | 0.00231  |    -     | 0.00219  |0.04743  |    -     |    -     |
| 1447 | 0.00239  |    -     | 0.00212  |0.04736  |    -     |    -     |
| 1448 | 0.00225  |    -     | 0.00226  |0.04741  |    -     |    -     |
| 1449 | 0.00234  |    -     | 0.00220  |0.04346  |    -     |    -     |
| 1450 | 0.00235  |    -     | 0.00219  |0.04172  |    -     |    -     |
| 1451 | 0.00234  |    -     | 0.00223  |0.04744  |    -     |    -     |
| 1452 | 0.00229  |    -     | 0.00222  |0.04749  |    -     |    -     |
| 1453 | 0.00241  |    -     | 0.00223  |0.04742  |    -     |    -     |
| 1454 | 0.00236  |    -     | 0.00225  |0.04734  |    -     |    -     |
| 1455 | 0.00230  |    -     | 0.00224  |0.04746  |    -     |    -     |
| 1456 | 0.00235  |    -     | 0.00222  |0.04748  |    -     |    -     |
| 1457 | 0.00232  |    -     | 0.00222  |0.04745  |    -     |    -     |
| 1458 | 0.00239  |    -     | 0.00228  |0.04749  |    -     |    -     |
| 1459 | 0.00224  |    -     | 0.00211  |0.04752  |    -     |    -     |
| 1460 | 0.00240  |    -     | 0.00220  |0.04478  |    -     |    -     |
| 1461 | 0.00240  |    -     | 0.00223  |0.04742  |    -     |    -     |
| 1462 | 0.00234  |    -     | 0.00220  |0.04748  |    -     |    -     |
| 1463 | 0.00238  |    -     | 0.00221  |0.04746  |    -     |    -     |
| 1464 | 0.00231  |    -     | 0.00220  |0.04745  |    -     |    -     |
| 1465 | 0.00234  |    -     | 0.00220  |0.04748  |    -     |    -     |
| 1466 | 0.00234  |    -     | 0.00220  |0.04741  |    -     |    -     |
| 1467 | 0.00224  |    -     | 0.00206  |0.04151  |    -     |    -     |
| 1468 | 0.00233  |    -     | 0.00222  |0.04738  |    -     |    -     |
| 1469 | 0.00235  |    -     | 0.00222  |0.04745  |    -     |    -     |
| 1470 | 0.00236  |    -     | 0.00223  |0.04746  |    -     |    -     |
| 1471 | 0.00226  |    -     | 0.00217  |0.04733  |    -     |    -     |
| 1472 | 0.00239  |    -     | 0.00219  |0.04726  |    -     |    -     |
| 1473 | 0.00237  |    -     | 0.00222  |0.04560  |    -     |    -     |
| 1474 | 0.00239  |    -     | 0.00221  |0.04753  |    -     |    -     |
| 1475 | 0.00240  |    -     | 0.00223  |0.04750  |    -     |    -     |
| 1476 | 0.00233  |    -     | 0.00219  |0.04744  |    -     |    -     |
| 1477 | 0.00237  |    -     | 0.00220  |0.04747  |    -     |    -     |
| 1478 | 0.00233  |    -     | 0.00221  |0.04216  |    -     |    -     |
| 1479 | 0.00252  |    -     | 0.00235  |0.04749  |    -     |    -     |
| 1480 | 0.00241  |    -     | 0.00221  |0.04738  |    -     |    -     |
| 1481 | 0.00235  |    -     | 0.00223  |0.04710  |    -     |    -     |
| 1482 | 0.00231  |    -     | 0.00218  |0.04253  |    -     |    -     |
| 1483 | 0.00231  |    -     | 0.00216  |0.04746  |    -     |    -     |
| 1484 | 0.00235  |    -     | 0.00218  |0.04742  |    -     |    -     |
| 1485 | 0.00233  |    -     | 0.00223  |0.04747  |    -     |    -     |
| 1486 | 0.00234  |    -     | 0.00219  |0.04747  |    -     |    -     |
| 1487 | 0.00233  |    -     | 0.00219  |0.04733  |    -     |    -     |
| 1488 | 0.00242  |    -     | 0.00221  |0.04750  |    -     |    -     |
| 1489 | 0.00236  |    -     | 0.00227  |0.04735  |    -     |    -     |
| 1490 | 0.00240  |    -     | 0.00225  |0.04751  |    -     |    -     |
| 1491 | 0.00238  |    -     | 0.00219  |0.04743  |    -     |    -     |
| 1492 | 0.00240  |    -     | 0.00213  |0.04326  |    -     |    -     |
| 1493 | 0.00239  |    -     | 0.00222  |0.04749  |    -     |    -     |
| 1494 | 0.00233  |    -     | 0.00221  |0.04155  |    -     |    -     |
| 1495 | 0.00223  |    -     | 0.00221  |0.04744  |    -     |    -     |
