| n | Iterative C | Recursive C | Dynamic Programming  C | Iterative P | Recursive P | Dynamic Programming  P |
| 3474 | 0.00228  |    -     | 0.00215  |0.04751  |    -     |    -     |
| 3475 | 0.00244  |    -     | 0.00224  |0.04755  |    -     |    -     |
| 3476 | 0.00233  |    -     | 0.00221  |0.04457  |    -     |    -     |
| 3477 | 0.00239  |    -     | 0.00226  |0.04117  |    -     |    -     |
| 3478 | 0.00233  |    -     | 0.00217  |0.04752  |    -     |    -     |
| 3479 | 0.00254  |    -     | 0.00218  |0.04754  |    -     |    -     |
| 3480 | 0.00235  |    -     | 0.00222  |0.04749  |    -     |    -     |
| 3481 | 0.00233  |    -     | 0.00220  |0.04529  |    -     |    -     |
| 3482 | 0.00237  |    -     | 0.00224  |0.04745  |    -     |    -     |
| 3483 | 0.00240  |    -     | 0.00221  |0.04019  |    -     |    -     |
| 3484 | 0.00235  |    -     | 0.00221  |0.04747  |    -     |    -     |
| 3485 | 0.00234  |    -     | 0.00222  |0.04751  |    -     |    -     |
| 3486 | 0.00238  |    -     | 0.00219  |0.04748  |    -     |    -     |
| 3487 | 0.00237  |    -     | 0.00222  |0.04553  |    -     |    -     |
| 3488 | 0.00229  |    -     | 0.00219  |0.04742  |    -     |    -     |
| 3489 | 0.00225  |    -     | 0.00225  |0.04752  |    -     |    -     |
| 3490 | 0.00234  |    -     | 0.00222  |0.04741  |    -     |    -     |
| 3491 | 0.00245  |    -     | 0.00223  |0.04557  |    -     |    -     |
| 3492 | 0.00236  |    -     | 0.00226  |0.04579  |    -     |    -     |
| 3493 | 0.00243  |    -     | 0.00223  |0.04335  |    -     |    -     |
| 3494 | 0.00239  |    -     | 0.00212  |0.04614  |    -     |    -     |
| 3495 | 0.00225  |    -     | 0.00211  |0.04737  |    -     |    -     |
| 3496 | 0.00227  |    -     | 0.00211  |0.04257  |    -     |    -     |
| 3497 | 0.00226  |    -     | 0.00222  |0.04750  |    -     |    -     |
| 3498 | 0.00231  |    -     | 0.00223  |0.04365  |    -     |    -     |
| 3499 | 0.00224  |    -     | 0.00225  |0.04753  |    -     |    -     |
| 3500 | 0.00239  |    -     | 0.00219  |0.04749  |    -     |    -     |
| 3501 | 0.00233  |    -     | 0.00220  |0.04745  |    -     |    -     |
| 3502 | 0.00230  |    -     | 0.00207  |0.04734  |    -     |    -     |
| 3503 | 0.00234  |    -     | 0.00220  |0.04742  |    -     |    -     |
| 3504 | 0.00231  |    -     | 0.00220  |0.04747  |    -     |    -     |
| 3505 | 0.00225  |    -     | 0.00210  |0.04767  |    -     |    -     |
| 3506 | 0.00240  |    -     | 0.00224  |0.04754  |    -     |    -     |
| 3507 | 0.00240  |    -     | 0.00225  |0.04056  |    -     |    -     |
| 3508 | 0.00228  |    -     | 0.00219  |0.04739  |    -     |    -     |
| 3509 | 0.00239  |    -     | 0.00222  |0.04751  |    -     |    -     |
| 3510 | 0.00235  |    -     | 0.00222  |0.04746  |    -     |    -     |
| 3511 | 0.00240  |    -     | 0.00218  |0.03590  |    -     |    -     |
| 3512 | 0.00222  |    -     | 0.00226  |0.04740  |    -     |    -     |
| 3513 | 0.00229  |    -     | 0.00217  |0.04750  |    -     |    -     |
| 3514 | 0.00237  |    -     | 0.00216  |0.04748  |    -     |    -     |
| 3515 | 0.00234  |    -     | 0.00218  |0.04749  |    -     |    -     |
| 3516 | 0.00232  |    -     | 0.00222  |0.04740  |    -     |    -     |
| 3517 | 0.00236  |    -     | 0.00222  |0.04749  |    -     |    -     |
| 3518 | 0.00234  |    -     | 0.00225  |0.04659  |    -     |    -     |
| 3519 | 0.00236  |    -     | 0.00220  |0.04367  |    -     |    -     |
| 3520 | 0.00230  |    -     | 0.00217  |0.04735  |    -     |    -     |
| 3521 | 0.00226  |    -     | 0.00209  |0.04736  |    -     |    -     |
| 3522 | 0.00238  |    -     | 0.00215  |0.04742  |    -     |    -     |
| 3523 | 0.00241  |    -     | 0.00224  |0.04736  |    -     |    -     |
| 3524 | 0.00235  |    -     | 0.00228  |0.04752  |    -     |    -     |
| 3525 | 0.00233  |    -     | 0.00222  |0.04749  |    -     |    -     |
| 3526 | 0.00233  |    -     | 0.00222  |0.04746  |    -     |    -     |
| 3527 | 0.00231  |    -     | 0.00226  |0.04585  |    -     |    -     |
| 3528 | 0.00235  |    -     | 0.00224  |0.04752  |    -     |    -     |
| 3529 | 0.00236  |    -     | 0.00221  |0.04750  |    -     |    -     |
| 3530 | 0.00230  |    -     | 0.00220  |0.04747  |    -     |    -     |
| 3531 | 0.00237  |    -     | 0.00221  |0.04746  |    -     |    -     |
| 3532 | 0.00235  |    -     | 0.00217  |0.04403  |    -     |    -     |
| 3533 | 0.00238  |    -     | 0.00212  |0.04749  |    -     |    -     |
| 3534 | 0.00236  |    -     | 0.00217  |0.04742  |    -     |    -     |
| 3535 | 0.00230  |    -     | 0.00221  |0.04746  |    -     |    -     |
| 3536 | 0.00234  |    -     | 0.00221  |0.04412  |    -     |    -     |
| 3537 | 0.00231  |    -     | 0.00227  |0.04744  |    -     |    -     |
| 3538 | 0.00244  |    -     | 0.00220  |0.04747  |    -     |    -     |
| 3539 | 0.00234  |    -     | 0.00217  |0.04733  |    -     |    -     |
| 3540 | 0.00228  |    -     | 0.00215  |0.04017  |    -     |    -     |
| 3541 | 0.00243  |    -     | 0.00222  |0.03566  |    -     |    -     |
| 3542 | 0.00242  |    -     | 0.00229  |0.04750  |    -     |    -     |
| 3543 | 0.00233  |    -     | 0.00222  |0.04748  |    -     |    -     |
| 3544 | 0.00238  |    -     | 0.00220  |0.04744  |    -     |    -     |
| 3545 | 0.00236  |    -     | 0.00224  |0.04749  |    -     |    -     |
| 3546 | 0.00236  |    -     | 0.00224  |0.04752  |    -     |    -     |
| 3547 | 0.00233  |    -     | 0.00228  |0.04712  |    -     |    -     |
| 3548 | 0.00229  |    -     | 0.00220  |0.04751  |    -     |    -     |
| 3549 | 0.00239  |    -     | 0.00220  |0.04749  |    -     |    -     |
| 3550 | 0.00226  |    -     | 0.00227  |0.04757  |    -     |    -     |
| 3551 | 0.00249  |    -     | 0.00202  |0.04394  |    -     |    -     |
| 3552 | 0.00226  |    -     | 0.00224  |0.04155  |    -     |    -     |
| 3553 | 0.00258  |    -     | 0.00237  |0.04574  |    -     |    -     |
| 3554 | 0.00237  |    -     | 0.00223  |0.04748  |    -     |    -     |
| 3555 | 0.00235  |    -     | 0.00227  |0.04666  |    -     |    -     |
| 3556 | 0.00235  |    -     | 0.00223  |0.04738  |    -     |    -     |
| 3557 | 0.00235  |    -     | 0.00222  |0.04737  |    -     |    -     |
| 3558 | 0.00229  |    -     | 0.00224  |0.04749  |    -     |    -     |
| 3559 | 0.00233  |    -     | 0.00231  |0.04744  |    -     |    -     |
| 3560 | 0.00222  |    -     | 0.00210  |0.04735  |    -     |    -     |
| 3561 | 0.00238  |    -     | 0.00224  |0.04653  |    -     |    -     |
| 3562 | 0.00238  |    -     | 0.00224  |0.04384  |    -     |    -     |
| 3563 | 0.00231  |    -     | 0.00207  |0.04732  |    -     |    -     |
| 3564 | 0.00228  |    -     | 0.00209  |0.04739  |    -     |    -     |
| 3565 | 0.00237  |    -     | 0.00228  |0.04748  |    -     |    -     |
| 3566 | 0.00218  |    -     | 0.00208  |0.04202  |    -     |    -     |
| 3567 | 0.00236  |    -     | 0.00224  |0.04744  |    -     |    -     |
| 3568 | 0.00231  |    -     | 0.00217  |0.04747  |    -     |    -     |
| 3569 | 0.00232  |    -     | 0.00219  |0.04747  |    -     |    -     |
| 3570 | 0.00235  |    -     | 0.00220  |0.04738  |    -     |    -     |
| 3571 | 0.00240  |    -     | 0.00224  |0.04743  |    -     |    -     |
| 3572 | 0.00227  |    -     | 0.00218  |0.04742  |    -     |    -     |
| 3573 | 0.00244  |    -     | 0.00229  |0.04756  |    -     |    -     |
| 3574 | 0.00231  |    -     | 0.00221  |0.04747  |    -     |    -     |
| 3575 | 0.00235  |    -     | 0.00218  |0.04747  |    -     |    -     |
| 3576 | 0.00236  |    -     | 0.00226  |0.04738  |    -     |    -     |
| 3577 | 0.00238  |    -     | 0.00223  |0.04740  |    -     |    -     |
| 3578 | 0.00239  |    -     | 0.00222  |0.04749  |    -     |    -     |
| 3579 | 0.00237  |    -     | 0.00219  |0.04747  |    -     |    -     |
| 3580 | 0.00232  |    -     | 0.00219  |0.04348  |    -     |    -     |
| 3581 | 0.00235  |    -     | 0.00218  |0.04746  |    -     |    -     |
| 3582 | 0.00231  |    -     | 0.00224  |0.04754  |    -     |    -     |
| 3583 | 0.00238  |    -     | 0.00223  |0.04753  |    -     |    -     |
| 3584 | 0.00238  |    -     | 0.00220  |0.04746  |    -     |    -     |
| 3585 | 0.00233  |    -     | 0.00221  |0.04737  |    -     |    -     |
| 3586 | 0.00236  |    -     | 0.00224  |0.04351  |    -     |    -     |
| 3587 | 0.00234  |    -     | 0.00220  |0.04742  |    -     |    -     |
| 3588 | 0.00233  |    -     | 0.00221  |0.03947  |    -     |    -     |
| 3589 | 0.00237  |    -     | 0.00212  |0.04738  |    -     |    -     |
| 3590 | 0.00224  |    -     | 0.00213  |0.04744  |    -     |    -     |
| 3591 | 0.00241  |    -     | 0.00225  |0.04748  |    -     |    -     |
| 3592 | 0.00228  |    -     | 0.00222  |0.04745  |    -     |    -     |
| 3593 | 0.00239  |    -     | 0.00223  |0.04746  |    -     |    -     |
| 3594 | 0.00232  |    -     | 0.00223  |0.04750  |    -     |    -     |
| 3595 | 0.00238  |    -     | 0.00231  |0.04748  |    -     |    -     |
| 3596 | 0.00238  |    -     | 0.00222  |0.04618  |    -     |    -     |
| 3597 | 0.00229  |    -     | 0.00220  |0.04743  |    -     |    -     |
| 3598 | 0.00233  |    -     | 0.00222  |0.04745  |    -     |    -     |
| 3599 | 0.00219  |    -     | 0.00207  |0.04727  |    -     |    -     |
| 3600 | 0.00221  |    -     | 0.00208  |0.04742  |    -     |    -     |
| 3601 | 0.00230  |    -     | 0.00222  |0.04741  |    -     |    -     |
| 3602 | 0.00221  |    -     | 0.00210  |0.04733  |    -     |    -     |
| 3603 | 0.00221  |    -     | 0.00209  |0.04735  |    -     |    -     |
| 3604 | 0.00237  |    -     | 0.00219  |0.04748  |    -     |    -     |
| 3605 | 0.00223  |    -     | 0.00226  |0.04749  |    -     |    -     |
| 3606 | 0.00224  |    -     | 0.00215  |0.04746  |    -     |    -     |
| 3607 | 0.00235  |    -     | 0.00216  |0.04748  |    -     |    -     |
| 3608 | 0.00236  |    -     | 0.00225  |0.04751  |    -     |    -     |
| 3609 | 0.00234  |    -     | 0.00217  |0.04483  |    -     |    -     |
| 3610 | 0.00219  |    -     | 0.00222  |0.04395  |    -     |    -     |
| 3611 | 0.00232  |    -     | 0.00214  |0.04111  |    -     |    -     |
| 3612 | 0.00237  |    -     | 0.00219  |0.04725  |    -     |    -     |
| 3613 | 0.00232  |    -     | 0.00224  |0.04565  |    -     |    -     |
| 3614 | 0.00228  |    -     | 0.00223  |0.04745  |    -     |    -     |
| 3615 | 0.00236  |    -     | 0.00224  |0.03996  |    -     |    -     |
| 3616 | 0.00232  |    -     | 0.00223  |0.04743  |    -     |    -     |
| 3617 | 0.00228  |    -     | 0.00229  |0.04742  |    -     |    -     |
| 3618 | 0.00237  |    -     | 0.00225  |0.04745  |    -     |    -     |
| 3619 | 0.00235  |    -     | 0.00220  |0.04739  |    -     |    -     |
| 3620 | 0.00241  |    -     | 0.00221  |0.04732  |    -     |    -     |
| 3621 | 0.00233  |    -     | 0.00219  |0.04739  |    -     |    -     |
| 3622 | 0.00236  |    -     | 0.00224  |0.04754  |    -     |    -     |
| 3623 | 0.00238  |    -     | 0.00222  |0.04748  |    -     |    -     |
| 3624 | 0.00237  |    -     | 0.00229  |0.04752  |    -     |    -     |
| 3625 | 0.00234  |    -     | 0.00219  |0.04743  |    -     |    -     |
| 3626 | 0.00235  |    -     | 0.00224  |0.04743  |    -     |    -     |
| 3627 | 0.00234  |    -     | 0.00227  |0.04746  |    -     |    -     |
| 3628 | 0.00234  |    -     | 0.00221  |0.04748  |    -     |    -     |
| 3629 | 0.00234  |    -     | 0.00222  |0.04747  |    -     |    -     |
| 3630 | 0.00229  |    -     | 0.00217  |0.04740  |    -     |    -     |
| 3631 | 0.00235  |    -     | 0.00228  |0.04090  |    -     |    -     |
| 3632 | 0.00200  |    -     | 0.00226  |0.04743  |    -     |    -     |
| 3633 | 0.00224  |    -     | 0.00224  |0.04743  |    -     |    -     |
| 3634 | 0.00226  |    -     | 0.00224  |0.04752  |    -     |    -     |
| 3635 | 0.00236  |    -     | 0.00220  |0.04749  |    -     |    -     |
| 3636 | 0.00233  |    -     | 0.00224  |0.04734  |    -     |    -     |
| 3637 | 0.00229  |    -     | 0.00219  |0.04736  |    -     |    -     |
| 3638 | 0.00241  |    -     | 0.00222  |0.04747  |    -     |    -     |
| 3639 | 0.00236  |    -     | 0.00220  |0.04747  |    -     |    -     |
| 3640 | 0.00229  |    -     | 0.00223  |0.04778  |    -     |    -     |
| 3641 | 0.00244  |    -     | 0.00233  |0.03657  |    -     |    -     |
| 3642 | 0.00233  |    -     | 0.00226  |0.04746  |    -     |    -     |
| 3643 | 0.00234  |    -     | 0.00223  |0.04747  |    -     |    -     |
| 3644 | 0.00235  |    -     | 0.00223  |0.04748  |    -     |    -     |
| 3645 | 0.00232  |    -     | 0.00220  |0.04748  |    -     |    -     |
| 3646 | 0.00237  |    -     | 0.00222  |0.04539  |    -     |    -     |
| 3647 | 0.00233  |    -     | 0.00222  |0.04741  |    -     |    -     |
| 3648 | 0.00239  |    -     | 0.00225  |0.04747  |    -     |    -     |
| 3649 | 0.00230  |    -     | 0.00225  |0.04743  |    -     |    -     |
| 3650 | 0.00235  |    -     | 0.00215  |0.04742  |    -     |    -     |
| 3651 | 0.00237  |    -     | 0.00227  |0.04753  |    -     |    -     |
| 3652 | 0.00233  |    -     | 0.00220  |0.04747  |    -     |    -     |
| 3653 | 0.00233  |    -     | 0.00225  |0.04529  |    -     |    -     |
| 3654 | 0.00234  |    -     | 0.00219  |0.04736  |    -     |    -     |
| 3655 | 0.00232  |    -     | 0.00223  |0.04738  |    -     |    -     |
| 3656 | 0.00234  |    -     | 0.00217  |0.04743  |    -     |    -     |
| 3657 | 0.00233  |    -     | 0.00222  |0.04751  |    -     |    -     |
| 3658 | 0.00236  |    -     | 0.00219  |0.04091  |    -     |    -     |
| 3659 | 0.00230  |    -     | 0.00219  |0.04744  |    -     |    -     |
| 3660 | 0.00231  |    -     | 0.00222  |0.04735  |    -     |    -     |
| 3661 | 0.00235  |    -     | 0.00220  |0.04749  |    -     |    -     |
| 3662 | 0.00235  |    -     | 0.00218  |0.04743  |    -     |    -     |
| 3663 | 0.00232  |    -     | 0.00220  |0.04746  |    -     |    -     |
| 3664 | 0.00237  |    -     | 0.00222  |0.04750  |    -     |    -     |
| 3665 | 0.00231  |    -     | 0.00220  |0.04381  |    -     |    -     |
| 3666 | 0.00240  |    -     | 0.00225  |0.04751  |    -     |    -     |
| 3667 | 0.00235  |    -     | 0.00226  |0.04748  |    -     |    -     |
| 3668 | 0.00235  |    -     | 0.00224  |0.04749  |    -     |    -     |
| 3669 | 0.00233  |    -     | 0.00223  |0.04244  |    -     |    -     |
| 3670 | 0.00247  |    -     | 0.00220  |0.04605  |    -     |    -     |
| 3671 | 0.00236  |    -     | 0.00214  |0.04746  |    -     |    -     |
| 3672 | 0.00229  |    -     | 0.00226  |0.04749  |    -     |    -     |
| 3673 | 0.00233  |    -     | 0.00222  |0.04749  |    -     |    -     |
| 3674 | 0.00236  |    -     | 0.00267  |0.04643  |    -     |    -     |
| 3675 | 0.00248  |    -     | 0.00223  |0.04744  |    -     |    -     |
| 3676 | 0.00242  |    -     | 0.00225  |0.04754  |    -     |    -     |
| 3677 | 0.00236  |    -     | 0.00223  |0.04750  |    -     |    -     |
| 3678 | 0.00248  |    -     | 0.00225  |0.04744  |    -     |    -     |
| 3679 | 0.00231  |    -     | 0.00222  |0.04740  |    -     |    -     |
| 3680 | 0.00238  |    -     | 0.00225  |0.04737  |    -     |    -     |
| 3681 | 0.00242  |    -     | 0.00224  |0.04747  |    -     |    -     |
| 3682 | 0.00238  |    -     | 0.00221  |0.04748  |    -     |    -     |
| 3683 | 0.00233  |    -     | 0.00221  |0.04747  |    -     |    -     |
| 3684 | 0.00234  |    -     | 0.00221  |0.04740  |    -     |    -     |
| 3685 | 0.00235  |    -     | 0.00224  |0.04747  |    -     |    -     |
| 3686 | 0.00236  |    -     | 0.00222  |0.04739  |    -     |    -     |
| 3687 | 0.00233  |    -     | 0.00225  |0.04749  |    -     |    -     |
| 3688 | 0.00234  |    -     | 0.00222  |0.04748  |    -     |    -     |
| 3689 | 0.00236  |    -     | 0.00217  |0.04710  |    -     |    -     |
| 3690 | 0.00254  |    -     | 0.00229  |0.04497  |    -     |    -     |
| 3691 | 0.00229  |    -     | 0.00223  |0.04704  |    -     |    -     |
| 3692 | 0.00235  |    -     | 0.00223  |0.04638  |    -     |    -     |
| 3693 | 0.00229  |    -     | 0.00218  |0.04409  |    -     |    -     |
| 3694 | 0.00235  |    -     | 0.00222  |0.04744  |    -     |    -     |
| 3695 | 0.00230  |    -     | 0.00225  |0.04398  |    -     |    -     |
| 3696 | 0.00239  |    -     | 0.00224  |0.04618  |    -     |    -     |
| 3697 | 0.00223  |    -     | 0.00209  |0.04737  |    -     |    -     |
| 3698 | 0.00248  |    -     | 0.00228  |0.04750  |    -     |    -     |
| 3699 | 0.00238  |    -     | 0.00222  |0.04740  |    -     |    -     |
| 3700 | 0.00234  |    -     | 0.00222  |0.04466  |    -     |    -     |
| 3701 | 0.00241  |    -     | 0.00225  |0.04735  |    -     |    -     |
| 3702 | 0.00221  |    -     | 0.00219  |0.04747  |    -     |    -     |
| 3703 | 0.00238  |    -     | 0.00222  |0.04742  |    -     |    -     |
| 3704 | 0.00225  |    -     | 0.00217  |0.04752  |    -     |    -     |
| 3705 | 0.00245  |    -     | 0.00228  |0.04751  |    -     |    -     |
| 3706 | 0.00244  |    -     | 0.00228  |0.04749  |    -     |    -     |
| 3707 | 0.00226  |    -     | 0.00212  |0.04729  |    -     |    -     |
| 3708 | 0.00230  |    -     | 0.00210  |0.04737  |    -     |    -     |
| 3709 | 0.00248  |    -     | 0.00214  |0.04739  |    -     |    -     |
| 3710 | 0.00240  |    -     | 0.00224  |0.04743  |    -     |    -     |
| 3711 | 0.00234  |    -     | 0.00223  |0.04742  |    -     |    -     |
| 3712 | 0.00233  |    -     | 0.00222  |0.04750  |    -     |    -     |
| 3713 | 0.00237  |    -     | 0.00226  |0.04718  |    -     |    -     |
| 3714 | 0.00236  |    -     | 0.00223  |0.04748  |    -     |    -     |
| 3715 | 0.00231  |    -     | 0.00219  |0.04743  |    -     |    -     |
| 3716 | 0.00237  |    -     | 0.00225  |0.04747  |    -     |    -     |
| 3717 | 0.00235  |    -     | 0.00223  |0.04748  |    -     |    -     |
| 3718 | 0.00236  |    -     | 0.00218  |0.04525  |    -     |    -     |
| 3719 | 0.00237  |    -     | 0.00224  |0.04607  |    -     |    -     |
| 3720 | 0.00235  |    -     | 0.00226  |0.04742  |    -     |    -     |
| 3721 | 0.00237  |    -     | 0.00224  |0.04749  |    -     |    -     |
| 3722 | 0.00239  |    -     | 0.00221  |0.04748  |    -     |    -     |
| 3723 | 0.00232  |    -     | 0.00223  |0.04747  |    -     |    -     |
| 3724 | 0.00232  |    -     | 0.00220  |0.04747  |    -     |    -     |
| 3725 | 0.00232  |    -     | 0.00223  |0.04747  |    -     |    -     |
| 3726 | 0.00238  |    -     | 0.00221  |0.04742  |    -     |    -     |
| 3727 | 0.00226  |    -     | 0.00229  |0.04142  |    -     |    -     |
| 3728 | 0.00233  |    -     | 0.00222  |0.04462  |    -     |    -     |
| 3729 | 0.00241  |    -     | 0.00221  |0.04748  |    -     |    -     |
| 3730 | 0.00233  |    -     | 0.00224  |0.04746  |    -     |    -     |
| 3731 | 0.00221  |    -     | 0.00210  |0.04729  |    -     |    -     |
| 3732 | 0.00241  |    -     | 0.00228  |0.04751  |    -     |    -     |
| 3733 | 0.00232  |    -     | 0.00227  |0.04746  |    -     |    -     |
| 3734 | 0.00237  |    -     | 0.00221  |0.04748  |    -     |    -     |
| 3735 | 0.00231  |    -     | 0.00213  |0.04750  |    -     |    -     |
| 3736 | 0.00221  |    -     | 0.00214  |0.04728  |    -     |    -     |
| 3737 | 0.00225  |    -     | 0.00213  |0.04756  |    -     |    -     |
| 3738 | 0.00238  |    -     | 0.00227  |0.04747  |    -     |    -     |
| 3739 | 0.00232  |    -     | 0.00216  |0.04592  |    -     |    -     |
| 3740 | 0.00228  |    -     | 0.00220  |0.04744  |    -     |    -     |
| 3741 | 0.00250  |    -     | 0.00229  |0.04745  |    -     |    -     |
| 3742 | 0.00242  |    -     | 0.00224  |0.04744  |    -     |    -     |
| 3743 | 0.00242  |    -     | 0.00227  |0.04743  |    -     |    -     |
| 3744 | 0.00237  |    -     | 0.00224  |0.04744  |    -     |    -     |
| 3745 | 0.00239  |    -     | 0.00221  |0.04751  |    -     |    -     |
| 3746 | 0.00240  |    -     | 0.00231  |0.04746  |    -     |    -     |
| 3747 | 0.00238  |    -     | 0.00222  |0.04742  |    -     |    -     |
| 3748 | 0.00245  |    -     | 0.00229  |0.04748  |    -     |    -     |
| 3749 | 0.00238  |    -     | 0.00225  |0.04752  |    -     |    -     |
| 3750 | 0.00235  |    -     | 0.00222  |0.04740  |    -     |    -     |
| 3751 | 0.00232  |    -     | 0.00216  |0.04743  |    -     |    -     |
| 3752 | 0.00239  |    -     | 0.00223  |0.04750  |    -     |    -     |
| 3753 | 0.00234  |    -     | 0.00222  |0.04750  |    -     |    -     |
| 3754 | 0.00235  |    -     | 0.00223  |0.04745  |    -     |    -     |
| 3755 | 0.00235  |    -     | 0.00213  |0.04752  |    -     |    -     |
| 3756 | 0.00235  |    -     | 0.00222  |0.04753  |    -     |    -     |
| 3757 | 0.00232  |    -     | 0.00224  |0.04744  |    -     |    -     |
| 3758 | 0.00240  |    -     | 0.00221  |0.04044  |    -     |    -     |
| 3759 | 0.00230  |    -     | 0.00219  |0.04743  |    -     |    -     |
| 3760 | 0.00223  |    -     | 0.00210  |0.04734  |    -     |    -     |
| 3761 | 0.00233  |    -     | 0.00224  |0.04742  |    -     |    -     |
| 3762 | 0.00238  |    -     | 0.00217  |0.04749  |    -     |    -     |
| 3763 | 0.00233  |    -     | 0.00224  |0.04391  |    -     |    -     |
| 3764 | 0.00230  |    -     | 0.00221  |0.04740  |    -     |    -     |
| 3765 | 0.00236  |    -     | 0.00222  |0.04748  |    -     |    -     |
| 3766 | 0.00236  |    -     | 0.00221  |0.04766  |    -     |    -     |
| 3767 | 0.00237  |    -     | 0.00226  |0.04752  |    -     |    -     |
| 3768 | 0.00244  |    -     | 0.00224  |0.04751  |    -     |    -     |
| 3769 | 0.00236  |    -     | 0.00226  |0.03991  |    -     |    -     |
| 3770 | 0.00243  |    -     | 0.00215  |0.04720  |    -     |    -     |
| 3771 | 0.00238  |    -     | 0.00226  |0.04750  |    -     |    -     |
| 3772 | 0.00232  |    -     | 0.00228  |0.04745  |    -     |    -     |
| 3773 | 0.00232  |    -     | 0.00224  |0.04748  |    -     |    -     |
| 3774 | 0.00236  |    -     | 0.00217  |0.04123  |    -     |    -     |
| 3775 | 0.00236  |    -     | 0.00224  |0.04748  |    -     |    -     |
| 3776 | 0.00230  |    -     | 0.00228  |0.04750  |    -     |    -     |
| 3777 | 0.00231  |    -     | 0.00223  |0.04749  |    -     |    -     |
| 3778 | 0.00237  |    -     | 0.00221  |0.04268  |    -     |    -     |
| 3779 | 0.00230  |    -     | 0.00221  |0.04748  |    -     |    -     |
| 3780 | 0.00233  |    -     | 0.00220  |0.04748  |    -     |    -     |
| 3781 | 0.00231  |    -     | 0.00223  |0.04745  |    -     |    -     |
| 3782 | 0.00241  |    -     | 0.00225  |0.03977  |    -     |    -     |
| 3783 | 0.00228  |    -     | 0.00221  |0.04741  |    -     |    -     |
| 3784 | 0.00238  |    -     | 0.00223  |0.04749  |    -     |    -     |
| 3785 | 0.00229  |    -     | 0.00221  |0.03969  |    -     |    -     |
| 3786 | 0.00245  |    -     | 0.00227  |0.04062  |    -     |    -     |
| 3787 | 0.00242  |    -     | 0.00224  |0.04752  |    -     |    -     |
| 3788 | 0.00249  |    -     | 0.00228  |0.04747  |    -     |    -     |
| 3789 | 0.00235  |    -     | 0.00225  |0.04737  |    -     |    -     |
| 3790 | 0.00235  |    -     | 0.00227  |0.04751  |    -     |    -     |
| 3791 | 0.00234  |    -     | 0.00221  |0.04745  |    -     |    -     |
| 3792 | 0.00229  |    -     | 0.00229  |0.04751  |    -     |    -     |
| 3793 | 0.00233  |    -     | 0.00221  |0.03992  |    -     |    -     |
| 3794 | 0.00219  |    -     | 0.00209  |0.04737  |    -     |    -     |
| 3795 | 0.00238  |    -     | 0.00228  |0.04753  |    -     |    -     |
| 3796 | 0.00235  |    -     | 0.00224  |0.04746  |    -     |    -     |
| 3797 | 0.00230  |    -     | 0.00222  |0.04749  |    -     |    -     |
| 3798 | 0.00235  |    -     | 0.00222  |0.04165  |    -     |    -     |
| 3799 | 0.00235  |    -     | 0.00220  |0.04748  |    -     |    -     |
| 3800 | 0.00236  |    -     | 0.00221  |0.04749  |    -     |    -     |
| 3801 | 0.00235  |    -     | 0.00222  |0.04748  |    -     |    -     |
| 3802 | 0.00240  |    -     | 0.00228  |0.04104  |    -     |    -     |
| 3803 | 0.00235  |    -     | 0.00223  |0.04747  |    -     |    -     |
| 3804 | 0.00237  |    -     | 0.00223  |0.04751  |    -     |    -     |
| 3805 | 0.00233  |    -     | 0.00221  |0.04744  |    -     |    -     |
| 3806 | 0.00233  |    -     | 0.00223  |0.04124  |    -     |    -     |
| 3807 | 0.00242  |    -     | 0.00227  |0.04749  |    -     |    -     |
| 3808 | 0.00236  |    -     | 0.00223  |0.04748  |    -     |    -     |
| 3809 | 0.00242  |    -     | 0.00220  |0.04752  |    -     |    -     |
| 3810 | 0.00237  |    -     | 0.00227  |0.04086  |    -     |    -     |
| 3811 | 0.00230  |    -     | 0.00223  |0.04738  |    -     |    -     |
| 3812 | 0.00225  |    -     | 0.00210  |0.04737  |    -     |    -     |
| 3813 | 0.00234  |    -     | 0.00223  |0.04748  |    -     |    -     |
| 3814 | 0.00236  |    -     | 0.00222  |0.04160  |    -     |    -     |
| 3815 | 0.00233  |    -     | 0.00230  |0.04748  |    -     |    -     |
| 3816 | 0.00234  |    -     | 0.00223  |0.04745  |    -     |    -     |
| 3817 | 0.00233  |    -     | 0.00222  |0.04750  |    -     |    -     |
| 3818 | 0.00237  |    -     | 0.00219  |0.04116  |    -     |    -     |
| 3819 | 0.00236  |    -     | 0.00225  |0.04750  |    -     |    -     |
| 3820 | 0.00237  |    -     | 0.00222  |0.04747  |    -     |    -     |
| 3821 | 0.00233  |    -     | 0.00222  |0.04747  |    -     |    -     |
| 3822 | 0.00236  |    -     | 0.00221  |0.04475  |    -     |    -     |
| 3823 | 0.00243  |    -     | 0.00227  |0.04747  |    -     |    -     |
| 3824 | 0.00227  |    -     | 0.00231  |0.04403  |    -     |    -     |
| 3825 | 0.00233  |    -     | 0.00223  |0.04746  |    -     |    -     |
| 3826 | 0.00240  |    -     | 0.00219  |0.03979  |    -     |    -     |
| 3827 | 0.00236  |    -     | 0.00225  |0.04752  |    -     |    -     |
| 3828 | 0.00235  |    -     | 0.00223  |0.04747  |    -     |    -     |
| 3829 | 0.00234  |    -     | 0.00221  |0.04743  |    -     |    -     |
| 3830 | 0.00239  |    -     | 0.00220  |0.04746  |    -     |    -     |
