| n | Iterative C | Recursive C | Dynamic Programming  C | Iterative P | Recursive P | Dynamic Programming  P |
| 16001 | 0.00221  |    -     | 0.00225  |0.03968  |    -     |    -     |
| 16501 | 0.00212  |    -     | 0.00190  |0.04013  |    -     |    -     |
| 17001 | 0.00209  |    -     | 0.00190  |0.04019  |    -     |    -     |
| 17501 | 0.00207  |    -     | 0.00185  |0.03962  |    -     |    -     |
| 18001 | 0.00213  |    -     | 0.00200  |0.07682  |    -     |    -     |
| 18501 | 0.00230  |    -     | 0.00391  |0.07309  |    -     |    -     |
| 19001 | 0.00211  |    -     | 0.00194  |0.07577  |    -     |    -     |
| 19501 | 0.00250  |    -     | 0.00487  |0.03972  |    -     |    -     |
| 20001 | 0.00217  |    -     | 0.00189  |0.07497  |    -     |    -     |
| 20501 | 0.00208  |    -     | 0.00192  |0.07669  |    -     |    -     |
| 21001 | 0.00209  |    -     | 0.00188  |0.07651  |    -     |    -     |
| 21501 | 0.00208  |    -     | 0.00187  |0.07662  |    -     |    -     |
| 22001 | 0.00210  |    -     | 0.00190  |0.07665  |    -     |    -     |
| 22501 | 0.00211  |    -     | 0.00188  |0.07660  |    -     |    -     |
| 23001 | 0.00209  |    -     | 0.00190  |0.07675  |    -     |    -     |
| 23501 | 0.00219  |    -     | 0.00190  |0.07661  |    -     |    -     |
| 24001 | 0.00216  |    -     | 0.00191  |0.07655  |    -     |    -     |
| 24501 | 0.00221  |    -     | 0.00220  |0.07525  |    -     |    -     |
| 25001 | 0.00213  |    -     | 0.00188  |0.07639  |    -     |    -     |
| 25501 | 0.00211  |    -     | 0.00189  |0.07661  |    -     |    -     |
| 26001 | 0.00209  |    -     | 0.00189  |0.07673  |    -     |    -     |
| 26501 | 0.00225  |    -     | 0.00207  |0.07603  |    -     |    -     |
| 27001 | 0.00224  |    -     | 0.00201  |0.07026  |    -     |    -     |
| 27501 | 0.00211  |    -     | 0.00195  |0.07075  |    -     |    -     |
| 28001 | 0.00230  |    -     | 0.00193  |0.07692  |    -     |    -     |
| 28501 | 0.00219  |    -     | 0.00190  |0.07557  |    -     |    -     |
| 29001 | 0.00222  |    -     | 0.00202  |0.07167  |    -     |    -     |
| 29501 | 0.00227  |    -     | 0.00203  |0.07678  |    -     |    -     |
| 30001 | 0.00232  |    -     | 0.00197  |0.07680  |    -     |    -     |
| 30501 | 0.00219  |    -     | 0.00201  |0.07628  |    -     |    -     |
| 31001 | 0.00215  |    -     | 0.00186  |0.07210  |    -     |    -     |
| 31501 | 0.00221  |    -     | 0.00203  |0.07216  |    -     |    -     |
| 32001 | 0.00227  |    -     | 0.00191  |0.07480  |    -     |    -     |
| 32501 | 0.00220  |    -     | 0.00201  |0.07628  |    -     |    -     |
| 33001 | 0.00216  |    -     | 0.00204  |0.07682  |    -     |    -     |
| 33501 | 0.00218  |    -     | 0.00207  |0.07667  |    -     |    -     |
| 34001 | 0.00227  |    -     | 0.00198  |0.06988  |    -     |    -     |
| 34501 | 0.00218  |    -     | 0.00209  |0.07676  |    -     |    -     |
| 35001 | 0.00225  |    -     | 0.00204  |0.07676  |    -     |    -     |
| 35501 | 0.00211  |    -     | 0.00203  |0.07503  |    -     |    -     |
| 36001 | 0.00215  |    -     | 0.00296  |0.07506  |    -     |    -     |
| 36501 | 0.00227  |    -     | 0.00208  |0.07673  |    -     |    -     |
| 37001 | 0.00226  |    -     | 0.00206  |0.07685  |    -     |    -     |
| 37501 | 0.00210  |    -     | 0.00201  |0.07683  |    -     |    -     |
| 38001 | 0.00224  |    -     | 0.00200  |0.07589  |    -     |    -     |
| 38501 | 0.00221  |    -     | 0.00166  |0.07465  |    -     |    -     |
| 39001 | 0.00228  |    -     | 0.00205  |0.07271  |    -     |    -     |
| 39501 | 0.00219  |    -     | 0.00196  |0.07081  |    -     |    -     |
| 40001 | 0.00229  |    -     | 0.00197  |0.07402  |    -     |    -     |
| 40501 | 0.00223  |    -     | 0.00202  |0.07457  |    -     |    -     |
| 41001 | 0.00232  |    -     | 0.00191  |0.07662  |    -     |    -     |
| 41501 | 0.00217  |    -     | 0.00191  |0.07669  |    -     |    -     |
| 42001 | 0.00225  |    -     | 0.00203  |0.07660  |    -     |    -     |
| 42501 | 0.00209  |    -     | 0.00189  |0.07680  |    -     |    -     |
| 43001 | 0.00223  |    -     | 0.00189  |0.07679  |    -     |    -     |
| 43501 | 0.00217  |    -     | 0.00202  |0.07372  |    -     |    -     |
| 44001 | 0.00217  |    -     | 0.00203  |0.07723  |    -     |    -     |
| 44501 | 0.00222  |    -     | 0.00189  |0.07611  |    -     |    -     |
| 45001 | 0.00223  |    -     | 0.00206  |0.07668  |    -     |    -     |
| 45501 | 0.00229  |    -     | 0.00206  |0.07672  |    -     |    -     |
| 46001 | 0.00228  |    -     | 0.00203  |0.12935  |    -     |    -     |
| 46501 | 0.00228  |    -     | 0.00201  |0.12855  |    -     |    -     |
| 47001 | 0.00228  |    -     | 0.00201  |0.12968  |    -     |    -     |
| 47501 | 0.00225  |    -     | 0.00203  |0.12633  |    -     |    -     |
| 48001 | 0.00231  |    -     | 0.00196  |0.13126  |    -     |    -     |
| 48501 | 0.00247  |    -     | 0.00224  |0.13204  |    -     |    -     |
| 49001 | 0.00232  |    -     | 0.00210  |0.12511  |    -     |    -     |
| 49501 | 0.00246  |    -     | 0.00215  |0.12370  |    -     |    -     |
| 50001 | 0.00230  |    -     | 0.00198  |0.12892  |    -     |    -     |
| 50501 | 0.00215  |    -     | 0.00186  |0.12965  |    -     |    -     |
| 51001 | 0.00240  |    -     | 0.00215  |0.13082  |    -     |    -     |
| 51501 | 0.00228  |    -     | 0.07577  |0.13146  |    -     |    -     |
| 52001 | 0.00217  |    -     | 0.01955  |0.12402  |    -     |    -     |
| 52501 | 0.00233  |    -     | 0.01967  |0.12730  |    -     |    -     |
| 53001 | 0.00226  |    -     | 0.01908  |0.12583  |    -     |    -     |
| 53501 | 0.00246  |    -     | 0.01964  |0.12342  |    -     |    -     |
| 54001 | 0.00221  |    -     | 0.01756  |0.12974  |    -     |    -     |
| 54501 | 0.00239  |    -     | 0.01966  |0.12648  |    -     |    -     |
| 55001 | 0.00232  |    -     | 0.01966  |0.12767  |    -     |    -     |
| 55501 | 0.00229  |    -     | 0.01963  |0.12540  |    -     |    -     |
| 56001 | 0.00219  |    -     | 0.01956  |0.11994  |    -     |    -     |
| 56501 | 0.00224  |    -     | 0.01955  |0.12823  |    -     |    -     |
| 57001 | 0.00221  |    -     | 0.01961  |0.12462  |    -     |    -     |
| 57501 | 0.00220  |    -     | 0.01756  |0.13133  |    -     |    -     |
| 58001 | 0.00235  |    -     | 0.01962  |0.12897  |    -     |    -     |
| 58501 | 0.00222  |    -     | 0.01983  |0.12896  |    -     |    -     |
| 59001 | 0.00222  |    -     | 0.01950  |0.13130  |    -     |    -     |
| 59501 | 0.00220  |    -     | 0.01946  |0.13066  |    -     |    -     |
| 60001 | 0.00227  |    -     | 0.01951  |0.13026  |    -     |    -     |
| 60501 | 0.00225  |    -     | 0.01778  |0.12226  |    -     |    -     |
| 61001 | 0.00242  |    -     | 0.01979  |0.13128  |    -     |    -     |
| 61501 | 0.00233  |    -     | 0.01844  |0.12669  |    -     |    -     |
| 62001 | 0.00230  |    -     | 0.01956  |0.12115  |    -     |    -     |
| 62501 | 0.00226  |    -     | 0.01830  |0.12505  |    -     |    -     |
| 63001 | 0.00220  |    -     | 0.01936  |0.12904  |    -     |    -     |
| 63501 | 0.00235  |    -     | 0.01962  |0.12898  |    -     |    -     |
| 64001 | 0.00240  |    -     | 0.01976  |0.13141  |    -     |    -     |
| 64501 | 0.00230  |    -     | 0.01954  |0.13208  |    -     |    -     |
| 65001 | 0.00226  |    -     | 0.01875  |0.12756  |    -     |    -     |
| 65501 | 0.00259  |    -     | 0.01803  |0.12952  |    -     |    -     |
| 66001 | 0.00222  |    -     | 0.01955  |0.12830  |    -     |    -     |
| 66501 | 0.00249  |    -     | 0.01968  |0.12811  |    -     |    -     |
| 67001 | 0.00231  |    -     | 0.01963  |0.12794  |    -     |    -     |
| 67501 | 0.00248  |    -     | 0.01703  |0.12731  |    -     |    -     |
| 68001 | 0.00238  |    -     | 0.01961  |0.12381  |    -     |    -     |
| 68501 | 0.00280  |    -     | 0.01981  |0.13137  |    -     |    -     |
| 69001 | 0.00333  |    -     | 0.03587  |0.13230  |    -     |    -     |
| 69501 | 0.00233  |    -     | 0.01960  |0.13208  |    -     |    -     |
| 70001 | 0.00214  |    -     | 0.01959  |0.13248  |    -     |    -     |
| 70501 | 0.00222  |    -     | 0.01951  |0.13225  |    -     |    -     |
| 71001 | 0.00232  |    -     | 0.01969  |0.13068  |    -     |    -     |
| 71501 | 0.00228  |    -     | 0.01972  |0.13229  |    -     |    -     |
| 72001 | 0.00239  |    -     | 0.01970  |0.12757  |    -     |    -     |
| 72501 | 0.00245  |    -     | 0.01963  |0.13221  |    -     |    -     |
| 73001 | 0.00229  |    -     | 0.01961  |0.13200  |    -     |    -     |
| 73501 | 0.00226  |    -     | 0.01803  |0.12807  |    -     |    -     |
| 74001 | 0.00234  |    -     | 0.01968  |0.13150  |    -     |    -     |
| 74501 | 0.00249  |    -     | 0.01965  |0.12319  |    -     |    -     |
| 75001 | 0.00233  |    -     | 0.01819  |0.12861  |    -     |    -     |
| 75501 | 0.00241  |    -     | 0.01986  |0.12570  |    -     |    -     |
| 76001 | 0.00259  |    -     | 0.01983  |0.13204  |    -     |    -     |
| 76501 | 0.00223  |    -     | 0.01963  |0.12641  |    -     |    -     |
| 77001 | 0.00222  |    -     | 0.01955  |0.13194  |    -     |    -     |
| 77501 | 0.00213  |    -     | 0.01956  |0.13200  |    -     |    -     |
| 78001 | 0.00233  |    -     | 0.01959  |0.13199  |    -     |    -     |
| 78501 | 0.00233  |    -     | 0.01953  |0.12877  |    -     |    -     |
| 79001 | 0.00225  |    -     | 0.01919  |0.12427  |    -     |    -     |
| 79501 | 0.00226  |    -     | 0.01950  |0.12904  |    -     |    -     |
| 80001 | 0.00227  |    -     | 0.01949  |0.13169  |    -     |    -     |
| 80501 | 0.00232  |    -     | 0.01968  |0.13145  |    -     |    -     |
| 81001 | 0.00229  |    -     | 0.01951  |0.12126  |    -     |    -     |
| 81501 | 0.00236  |    -     | 0.01956  |0.13163  |    -     |    -     |
| 82001 | 0.00209  |    -     | 0.01959  |0.13163  |    -     |    -     |
| 82501 | 0.00231  |    -     | 0.01953  |0.12757  |    -     |    -     |
| 83001 | 0.00227  |    -     | 0.01950  |0.13185  |    -     |    -     |
| 83501 | 0.00225  |    -     | 0.01954  |0.12829  |    -     |    -     |
| 84001 | 0.00235  |    -     | 0.01942  |0.13165  |    -     |    -     |
| 84501 | 0.00241  |    -     | 0.01947  |0.13164  |    -     |    -     |
| 85001 | 0.00211  |    -     | 0.07643  |0.12718  |    -     |    -     |
| 85501 | 0.00236  |    -     | 0.02018  |0.12877  |    -     |    -     |
| 86001 | 0.00218  |    -     | 0.01959  |0.12104  |    -     |    -     |
| 86501 | 0.00243  |    -     | 0.01812  |0.13180  |    -     |    -     |
| 87001 | 0.00227  |    -     | 0.01954  |0.13186  |    -     |    -     |
| 87501 | 0.00223  |    -     | 0.01950  |0.13171  |    -     |    -     |
| 88001 | 0.00218  |    -     | 0.01964  |0.13082  |    -     |    -     |
| 88501 | 0.00228  |    -     | 0.01954  |0.13131  |    -     |    -     |
| 89001 | 0.00219  |    -     | 0.01959  |0.12699  |    -     |    -     |
| 89501 | 0.00211  |    -     | 0.01859  |0.12971  |    -     |    -     |
| 90001 | 0.00232  |    -     | 0.01952  |0.13177  |    -     |    -     |
| 90501 | 0.00248  |    -     | 0.01956  |0.12270  |    -     |    -     |
| 91001 | 0.00219  |    -     | 0.01843  |0.12572  |    -     |    -     |
| 91501 | 0.00230  |    -     | 0.01983  |0.12741  |    -     |    -     |
| 92001 | 0.00226  |    -     | 0.01961  |0.13132  |    -     |    -     |
| 92501 | 0.00252  |    -     | 0.01782  |0.12897  |    -     |    -     |
| 93001 | 0.00240  |    -     | 0.01875  |0.12594  |    -     |    -     |
| 93501 | 0.00242  |    -     | 0.01967  |0.12740  |    -     |    -     |
| 94001 | 0.00234  |    -     | 0.01925  |0.12557  |    -     |    -     |
| 94501 | 0.00231  |    -     | 0.01948  |0.12984  |    -     |    -     |
| 95001 | 0.00243  |    -     | 0.01983  |0.12711  |    -     |    -     |
| 95501 | 0.00232  |    -     | 0.01891  |0.12771  |    -     |    -     |
| 96001 | 0.00239  |    -     | 0.01975  |0.12765  |    -     |    -     |
| 96501 | 0.00221  |    -     | 0.01885  |0.12750  |    -     |    -     |
| 97001 | 0.00228  |    -     | 0.01953  |0.13150  |    -     |    -     |
| 97501 | 0.00225  |    -     | 0.01955  |0.13045  |    -     |    -     |
| 98001 | 0.00234  |    -     | 0.01764  |0.12824  |    -     |    -     |
| 98501 | 0.00241  |    -     | 0.01961  |0.12783  |    -     |    -     |
| 99001 | 0.00238  |    -     | 0.01963  |0.12729  |    -     |    -     |
| 99501 | 0.00229  |    -     | 0.01950  |0.13166  |    -     |    -     |
| 100001 | 0.00355  |    -     | 0.03967  |0.12688  |    -     |    -     |
| 100501 | 0.00221  |    -     | 0.01955  |0.13112  |    -     |    -     |
| 101001 | 0.00218  |    -     | 0.01994  |0.12779  |    -     |    -     |
| 101501 | 0.00228  |    -     | 0.01965  |0.13183  |    -     |    -     |
| 102001 | 0.00229  |    -     | 0.01955  |0.13175  |    -     |    -     |
| 102501 | 0.00259  |    -     | 0.02004  |0.12790  |    -     |    -     |
| 103001 | 0.00224  |    -     | 0.01953  |0.13072  |    -     |    -     |
| 103501 | 0.00216  |    -     | 0.01951  |0.13178  |    -     |    -     |
| 104001 | 0.00227  |    -     | 0.01957  |0.12859  |    -     |    -     |
| 104501 | 0.00228  |    -     | 0.02154  |0.12953  |    -     |    -     |
| 105001 | 0.00212  |    -     | 0.01854  |0.12790  |    -     |    -     |
| 105501 | 0.00216  |    -     | 0.01944  |0.12767  |    -     |    -     |
| 106001 | 0.00217  |    -     | 0.01963  |0.12864  |    -     |    -     |
| 106501 | 0.00222  |    -     | 0.01951  |0.13066  |    -     |    -     |
| 107001 | 0.00229  |    -     | 0.01949  |0.13181  |    -     |    -     |
| 107501 | 0.00224  |    -     | 0.01959  |0.12381  |    -     |    -     |
| 108001 | 0.00244  |    -     | 0.01958  |0.13152  |    -     |    -     |
| 108501 | 0.00221  |    -     | 0.01950  |0.13175  |    -     |    -     |
| 109001 | 0.00232  |    -     | 0.01958  |0.13060  |    -     |    -     |
| 109501 | 0.00229  |    -     | 0.01956  |0.12579  |    -     |    -     |
| 110001 | 0.00262  |    -     | 0.01972  |0.13214  |    -     |    -     |
| 110501 | 0.00236  |    -     | 0.01947  |0.12859  |    -     |    -     |
| 111001 | 0.00233  |    -     | 0.01955  |0.13186  |    -     |    -     |
| 111501 | 0.00230  |    -     | 0.01947  |0.13171  |    -     |    -     |
| 112001 | 0.00235  |    -     | 0.01954  |0.13060  |    -     |    -     |
| 112501 | 0.00233  |    -     | 0.01963  |0.13186  |    -     |    -     |
| 113001 | 0.00229  |    -     | 0.01955  |0.13189  |    -     |    -     |
| 113501 | 0.00239  |    -     | 0.01956  |0.13171  |    -     |    -     |
| 114001 | 0.00230  |    -     | 0.01961  |0.13191  |    -     |    -     |
| 114501 | 0.00226  |    -     | 0.01956  |0.13181  |    -     |    -     |
| 115001 | 0.00229  |    -     | 0.01951  |0.12928  |    -     |    -     |
| 115501 | 0.00223  |    -     | 0.01958  |0.13171  |    -     |    -     |
| 116001 | 0.00243  |    -     | 0.01837  |0.13193  |    -     |    -     |
| 116501 | 0.00241  |    -     | 0.01961  |0.13188  |    -     |    -     |
| 117001 | 0.00233  |    -     | 0.01737  |0.13079  |    -     |    -     |
| 117501 | 0.00223  |    -     | 0.01958  |0.13192  |    -     |    -     |
| 118001 | 0.00228  |    -     | 0.01957  |0.13186  |    -     |    -     |
| 118501 | 0.00240  |    -     | 0.01956  |0.12820  |    -     |    -     |
| 119001 | 0.00224  |    -     | 0.01954  |0.12852  |    -     |    -     |
| 119501 | 0.00226  |    -     | 0.01949  |0.12781  |    -     |    -     |
| 120001 | 0.00231  |    -     | 0.01957  |0.13158  |    -     |    -     |
| 120501 | 0.00239  |    -     | 0.01966  |0.13188  |    -     |    -     |
| 121001 | 0.00217  |    -     | 0.01945  |0.13038  |    -     |    -     |
| 121501 | 0.00238  |    -     | 0.01963  |0.13201  |    -     |    -     |
| 122001 | 0.00241  |    -     | 0.01954  |0.13048  |    -     |    -     |
| 122501 | 0.00233  |    -     | 0.01951  |0.13031  |    -     |    -     |
| 123001 | 0.00225  |    -     | 0.01951  |0.12540  |    -     |    -     |
| 123501 | 0.00223  |    -     | 0.01676  |0.12323  |    -     |    -     |
| 124001 | 0.00228  |    -     | 0.01958  |0.12890  |    -     |    -     |
| 124501 | 0.00226  |    -     | 0.01887  |0.12492  |    -     |    -     |
| 125001 | 0.00218  |    -     | 0.01911  |0.13181  |    -     |    -     |
| 125501 | 0.00223  |    -     | 0.01958  |0.13154  |    -     |    -     |
| 126001 | 0.00221  |    -     | 0.01948  |0.12859  |    -     |    -     |
| 126501 | 0.00226  |    -     | 0.01952  |0.13178  |    -     |    -     |
| 127001 | 0.00216  |    -     | 0.01949  |0.13055  |    -     |    -     |
| 127501 | 0.00219  |    -     | 0.01959  |0.12921  |    -     |    -     |
| 128001 | 0.00214  |    -     | 0.01959  |0.13148  |    -     |    -     |
| 128501 | 0.00224  |    -     | 0.01957  |0.12982  |    -     |    -     |
| 129001 | 0.00225  |    -     | 0.01954  |0.12868  |    -     |    -     |
| 129501 | 0.00220  |    -     | 0.01954  |0.13188  |    -     |    -     |
| 130001 | 0.00231  |    -     | 0.01953  |0.13183  |    -     |    -     |
| 130501 | 0.00235  |    -     | 0.01958  |0.12778  |    -     |    -     |
| 131001 | 0.00224  |    -     | 0.01951  |0.13189  |    -     |    -     |
| 131501 | 0.00217  |    -     | 0.01958  |0.12497  |    -     |    -     |
| 132001 | 0.00230  |    -     | 0.01958  |0.13190  |    -     |    -     |
| 132501 | 0.00226  |    -     | 0.01953  |0.13202  |    -     |    -     |
| 133001 | 0.00225  |    -     | 0.01847  |0.12915  |    -     |    -     |
| 133501 | 0.00228  |    -     | 0.01959  |0.12801  |    -     |    -     |
| 134001 | 0.00232  |    -     | 0.01955  |0.12812  |    -     |    -     |
| 134501 | 0.00230  |    -     | 0.01883  |0.12307  |    -     |    -     |
| 135001 | 0.00229  |    -     | 0.01843  |0.13196  |    -     |    -     |
| 135501 | 0.00625  |    -     | 0.01991  |0.13202  |    -     |    -     |
| 136001 | 0.00238  |    -     | 0.02023  |0.12860  |    -     |    -     |
| 136501 | 0.00213  |    -     | 0.01977  |0.12827  |    -     |    -     |
| 137001 | 0.00213  |    -     | 0.01957  |0.13195  |    -     |    -     |
| 137501 | 0.00227  |    -     | 0.01953  |0.12425  |    -     |    -     |
| 138001 | 0.00233  |    -     | 0.01908  |0.12965  |    -     |    -     |
| 138501 | 0.00236  |    -     | 0.01959  |0.13192  |    -     |    -     |
| 139001 | 0.00228  |    -     | 0.01963  |0.13202  |    -     |    -     |
| 139501 | 0.00220  |    -     | 0.01962  |0.12704  |    -     |    -     |
| 140001 | 0.00231  |    -     | 0.01959  |0.12728  |    -     |    -     |
| 140501 | 0.00242  |    -     | 0.01953  |0.12865  |    -     |    -     |
| 141001 | 0.00227  |    -     | 0.01953  |0.13186  |    -     |    -     |
| 141501 | 0.00235  |    -     | 0.01952  |0.12317  |    -     |    -     |
| 142001 | 0.00223  |    -     | 0.01963  |0.13051  |    -     |    -     |
| 142501 | 0.00236  |    -     | 0.01956  |0.13188  |    -     |    -     |
| 143001 | 0.00230  |    -     | 0.01959  |0.13013  |    -     |    -     |
| 143501 | 0.00229  |    -     | 0.01960  |0.12703  |    -     |    -     |
| 144001 | 0.00226  |    -     | 0.01953  |0.12746  |    -     |    -     |
| 144501 | 0.00248  |    -     | 0.01768  |0.12997  |    -     |    -     |
| 145001 | 0.00251  |    -     | 0.01964  |0.12412  |    -     |    -     |
| 145501 | 0.00230  |    -     | 0.01765  |0.12739  |    -     |    -     |
| 146001 | 0.00240  |    -     | 0.01975  |0.13227  |    -     |    -     |
| 146501 | 0.00240  |    -     | 0.01957  |0.13184  |    -     |    -     |
| 147001 | 0.00227  |    -     | 0.01956  |0.13055  |    -     |    -     |
| 147501 | 0.00228  |    -     | 0.01960  |0.13184  |    -     |    -     |
| 148001 | 0.00230  |    -     | 0.01958  |0.13197  |    -     |    -     |
| 148501 | 0.00234  |    -     | 0.01773  |0.12525  |    -     |    -     |
| 149001 | 0.00235  |    -     | 0.01957  |0.13107  |    -     |    -     |
| 149501 | 0.00222  |    -     | 0.01949  |0.12925  |    -     |    -     |
| 150001 | 0.00228  |    -     | 0.01956  |0.12747  |    -     |    -     |
| 150501 | 0.00238  |    -     | 0.01966  |0.13210  |    -     |    -     |
| 151001 | 0.00229  |    -     | 0.01955  |0.12736  |    -     |    -     |
| 151501 | 0.00231  |    -     | 0.01957  |0.12825  |    -     |    -     |
| 152001 | 0.00240  |    -     | 0.01959  |0.12709  |    -     |    -     |
| 152501 | 0.00239  |    -     | 0.01948  |0.12832  |    -     |    -     |
| 153001 | 0.00212  |    -     | 0.01951  |0.12774  |    -     |    -     |
| 153501 | 0.00226  |    -     | 0.01726  |0.13126  |    -     |    -     |
| 154001 | 0.00224  |    -     | 0.01961  |0.12664  |    -     |    -     |
| 154501 | 0.00231  |    -     | 0.01954  |0.12782  |    -     |    -     |
| 155001 | 0.00237  |    -     | 0.01954  |0.13128  |    -     |    -     |
| 155501 | 0.00226  |    -     | 0.01957  |0.13048  |    -     |    -     |
| 156001 | 0.00233  |    -     | 0.01959  |0.12522  |    -     |    -     |
| 156501 | 0.00232  |    -     | 0.01948  |0.13179  |    -     |    -     |
| 157001 | 0.00227  |    -     | 0.01962  |0.13190  |    -     |    -     |
| 157501 | 0.00233  |    -     | 0.01958  |0.12990  |    -     |    -     |
| 158001 | 0.00221  |    -     | 0.01953  |0.13192  |    -     |    -     |
| 158501 | 0.00229  |    -     | 0.01956  |0.13207  |    -     |    -     |
| 159001 | 0.00228  |    -     | 0.01821  |0.12821  |    -     |    -     |
| 159501 | 0.00228  |    -     | 0.01950  |0.13180  |    -     |    -     |
| 160001 | 0.00219  |    -     | 0.01957  |0.13167  |    -     |    -     |
| 160501 | 0.00250  |    -     | 0.01917  |0.12966  |    -     |    -     |
| 161001 | 0.00219  |    -     | 0.01845  |0.12501  |    -     |    -     |
| 161501 | 0.00212  |    -     | 0.01858  |0.13199  |    -     |    -     |
| 162001 | 0.00223  |    -     | 0.02302  |0.13211  |    -     |    -     |
| 162501 | 0.00473  |    -     | 0.01873  |0.13005  |    -     |    -     |
| 163001 | 0.00499  |    -     | 0.01983  |0.12762  |    -     |    -     |
| 163501 | 0.00226  |    -     | 0.01956  |0.13225  |    -     |    -     |
| 164001 | 0.00228  |    -     | 0.01954  |0.12835  |    -     |    -     |
| 164501 | 0.00228  |    -     | 0.01963  |0.13216  |    -     |    -     |
| 165001 | 0.00228  |    -     | 0.01960  |0.12684  |    -     |    -     |
| 165501 | 0.00235  |    -     | 0.01978  |0.13102  |    -     |    -     |
| 166001 | 0.00229  |    -     | 0.01951  |0.13195  |    -     |    -     |
| 166501 | 0.00223  |    -     | 0.01959  |0.13174  |    -     |    -     |
| 167001 | 0.00233  |    -     | 0.01964  |0.13190  |    -     |    -     |
| 167501 | 0.00484  |    -     | 0.01966  |0.13186  |    -     |    -     |
| 168001 | 0.00230  |    -     | 0.01959  |0.13177  |    -     |    -     |
| 168501 | 0.00220  |    -     | 0.01953  |0.12994  |    -     |    -     |
| 169001 | 0.00217  |    -     | 0.01954  |0.13184  |    -     |    -     |
| 169501 | 0.00228  |    -     | 0.01961  |0.12769  |    -     |    -     |
| 170001 | 0.00213  |    -     | 0.01949  |0.13185  |    -     |    -     |
| 170501 | 0.00232  |    -     | 0.01961  |0.13191  |    -     |    -     |
| 171001 | 0.00227  |    -     | 0.01961  |0.13184  |    -     |    -     |
| 171501 | 0.00479  |    -     | 0.01969  |0.13191  |    -     |    -     |
| 172001 | 0.00219  |    -     | 0.01957  |0.13190  |    -     |    -     |
| 172501 | 0.00473  |    -     | 0.01968  |0.12977  |    -     |    -     |
| 173001 | 0.00225  |    -     | 0.01952  |0.13161  |    -     |    -     |
| 173501 | 0.00478  |    -     | 0.01972  |0.13200  |    -     |    -     |
| 174001 | 0.00477  |    -     | 0.01960  |0.13187  |    -     |    -     |
| 174501 | 0.00488  |    -     | 0.01970  |0.13013  |    -     |    -     |
| 175001 | 0.00229  |    -     | 0.01954  |0.13028  |    -     |    -     |
| 175501 | 0.00485  |    -     | 0.01972  |0.13185  |    -     |    -     |
| 176001 | 0.00478  |    -     | 0.01965  |0.12686  |    -     |    -     |
| 176501 | 0.00231  |    -     | 0.01952  |0.13198  |    -     |    -     |
| 177001 | 0.00489  |    -     | 0.01964  |0.13192  |    -     |    -     |
