| n | Iterative C | Recursive C | Dynamic Programming  C | Iterative P | Recursive P | Dynamic Programming  P |
| 332  | 0.00209  |    -     | 0.00202  |0.03977  |    -     | 0.03662  |
| 333  | 0.00208  |    -     | 0.00184  |0.03702  |    -     | 0.04032  |
| 334  | 0.00211  |    -     | 0.00190  |0.03997  |    -     | 0.03589  |
| 335  | 0.00212  |    -     | 0.00203  |0.03975  |    -     | 0.03979  |
| 336  | 0.00216  |    -     | 0.00192  |0.03969  |    -     | 0.03921  |
| 337  | 0.00210  |    -     | 0.00199  |0.03969  |    -     | 0.03992  |
| 338  | 0.00210  |    -     | 0.00203  |0.03808  |    -     | 0.03688  |
| 339  | 0.00193  |    -     | 0.00206  |0.03980  |    -     | 0.03898  |
| 340  | 0.00225  |    -     | 0.00202  |0.03767  |    -     | 0.03984  |
| 341  | 0.00194  |    -     | 0.00215  |0.03961  |    -     | 0.03986  |
| 342  | 0.00215  |    -     | 0.00200  |0.03973  |    -     | 0.03986  |
| 343  | 0.00214  |    -     | 0.00203  |0.03974  |    -     | 0.03990  |
| 344  | 0.00207  |    -     | 0.00201  |0.03975  |    -     | 0.03972  |
| 345  | 0.00205  |    -     | 0.00189  |0.03960  |    -     | 0.03969  |
| 346  | 0.00210  |    -     | 0.00201  |0.03778  |    -     | 0.04010  |
| 347  | 0.00216  |    -     | 0.00185  |0.03924  |    -     | 0.04002  |
| 348  | 0.00215  |    -     | 0.00209  |0.03888  |    -     | 0.03674  |
| 349  | 0.00201  |    -     | 0.00212  |0.03786  |    -     | 0.03989  |
| 350  | 0.00216  |    -     | 0.00210  |0.03881  |    -     | 0.03990  |
| 351  | 0.00214  |    -     | 0.00187  |0.03962  |    -     | 0.04019  |
| 352  | 0.00215  |    -     | 0.00200  |0.03975  |    -     | 0.03833  |
| 353  | 0.00227  |    -     | 0.00193  |0.03971  |    -     | 0.04026  |
| 354  | 0.00214  |    -     | 0.00201  |0.04021  |    -     | 0.03699  |
| 355  | 0.00220  |    -     | 0.00201  |0.03858  |    -     | 0.03974  |
| 356  | 0.00206  |    -     | 0.00199  |0.03855  |    -     | 0.03987  |
| 357  | 0.00209  |    -     | 0.00199  |0.03974  |    -     | 0.03982  |
| 358  | 0.00211  |    -     | 0.00198  |0.03968  |    -     | 0.03965  |
| 359  | 0.00202  |    -     | 0.00201  |0.03976  |    -     | 0.03986  |
| 360  | 0.00205  |    -     | 0.00195  |0.03933  |    -     | 0.03978  |
| 361  | 0.00205  |    -     | 0.00198  |0.03935  |    -     | 0.03974  |
| 362  | 0.00210  |    -     | 0.00198  |0.03924  |    -     | 0.04022  |
| 363  | 0.00210  |    -     | 0.00200  |0.03973  |    -     | 0.03987  |
| 364  | 0.00213  |    -     | 0.00201  |0.03974  |    -     | 0.03653  |
| 365  | 0.00220  |    -     | 0.00197  |0.03846  |    -     | 0.03971  |
| 366  | 0.00211  |    -     | 0.00181  |0.03969  |    -     | 0.03975  |
| 367  | 0.00214  |    -     | 0.00200  |0.03972  |    -     | 0.04000  |
| 368  | 0.00212  |    -     | 0.00198  |0.03981  |    -     | 0.03981  |
| 369  | 0.00203  |    -     | 0.00193  |0.03965  |    -     | 0.03879  |
| 370  | 0.00216  |    -     | 0.00197  |0.03973  |    -     | 0.03987  |
| 371  | 0.00206  |    -     | 0.00199  |0.04014  |    -     | 0.03990  |
| 372  | 0.00207  |    -     | 0.00199  |0.03966  |    -     | 0.03994  |
| 373  | 0.00213  |    -     | 0.00200  |0.03973  |    -     | 0.03990  |
| 374  | 0.00208  |    -     | 0.00195  |0.03816  |    -     | 0.04001  |
| 375  | 0.00220  |    -     | 0.00202  |0.03975  |    -     | 0.03989  |
| 376  | 0.00213  |    -     | 0.00201  |0.03967  |    -     | 0.03983  |
| 377  | 0.00225  |    -     | 0.00200  |0.03974  |    -     | 0.04036  |
| 378  | 0.00219  |    -     | 0.00194  |0.03968  |    -     | 0.03991  |
| 379  | 0.00206  |    -     | 0.00198  |0.03734  |    -     | 0.04016  |
| 380  | 0.00213  |    -     | 0.00199  |0.03972  |    -     | 0.03977  |
| 381  | 0.00207  |    -     | 0.00200  |0.03973  |    -     | 0.03980  |
| 382  | 0.00198  |    -     | 0.00187  |0.03980  |    -     | 0.03975  |
| 383  | 0.00208  |    -     | 0.00196  |0.03970  |    -     | 0.03988  |
| 384  | 0.00211  |    -     | 0.00199  |0.03781  |    -     | 0.04020  |
| 385  | 0.00211  |    -     | 0.00200  |0.03964  |    -     | 0.03989  |
| 386  | 0.00214  |    -     | 0.00201  |0.03818  |    -     | 0.03984  |
| 387  | 0.00211  |    -     | 0.00197  |0.03965  |    -     | 0.03985  |
| 388  | 0.00217  |    -     | 0.00198  |0.03973  |    -     | 0.03989  |
| 389  | 0.00221  |    -     | 0.00190  |0.03973  |    -     | 0.03957  |
| 390  | 0.00200  |    -     | 0.00201  |0.03957  |    -     | 0.03773  |
| 391  | 0.00210  |    -     | 0.00196  |0.03755  |    -     | 0.03980  |
| 392  | 0.00217  |    -     | 0.00203  |0.03906  |    -     | 0.03729  |
| 393  | 0.00209  |    -     | 0.00206  |0.03409  |    -     | 0.03993  |
| 394  | 0.00217  |    -     | 0.00191  |0.03973  |    -     | 0.03998  |
| 395  | 0.00214  |    -     | 0.00201  |0.03973  |    -     | 0.03962  |
| 396  | 0.00209  |    -     | 0.00198  |0.03967  |    -     | 0.03977  |
| 397  | 0.00202  |    -     | 0.00201  |0.03969  |    -     | 0.03988  |
| 398  | 0.00218  |    -     | 0.00203  |0.03976  |    -     | 0.03984  |
| 399  | 0.00211  |    -     | 0.00199  |0.03971  |    -     | 0.03843  |
| 400  | 0.00206  |    -     | 0.00202  |0.03977  |    -     | 0.03981  |
| 401  | 0.00206  |    -     | 0.00200  |0.03971  |    -     | 0.03911  |
| 402  | 0.00212  |    -     | 0.00207  |0.03972  |    -     | 0.03658  |
| 403  | 0.00210  |    -     | 0.00199  |0.03972  |    -     | 0.03985  |
| 404  | 0.00214  |    -     | 0.00200  |0.03969  |    -     | 0.03992  |
| 405  | 0.00207  |    -     | 0.00199  |0.03964  |    -     | 0.03989  |
| 406  | 0.00211  |    -     | 0.00198  |0.03973  |    -     | 0.03985  |
| 407  | 0.00218  |    -     | 0.00199  |0.03967  |    -     | 0.03984  |
| 408  | 0.00209  |    -     | 0.00199  |0.03925  |    -     | 0.03983  |
| 409  | 0.00213  |    -     | 0.00200  |0.03931  |    -     | 0.03979  |
| 410  | 0.00206  |    -     | 0.00197  |0.03967  |    -     | 0.03878  |
| 411  | 0.00210  |    -     | 0.00200  |0.03967  |    -     | 0.03978  |
| 412  | 0.00212  |    -     | 0.00199  |0.03972  |    -     | 0.03980  |
| 413  | 0.00204  |    -     | 0.00198  |0.03981  |    -     | 0.03991  |
| 414  | 0.00216  |    -     | 0.00196  |0.03616  |    -     | 0.03920  |
| 415  | 0.00229  |    -     | 0.00208  |0.03976  |    -     | 0.03965  |
| 416  | 0.00209  |    -     | 0.00203  |0.03889  |    -     | 0.03989  |
| 417  | 0.00221  |    -     | 0.00201  |0.03968  |    -     | 0.03695  |
| 418  | 0.00205  |    -     | 0.00200  |0.03974  |    -     | 0.04016  |
| 419  | 0.00208  |    -     | 0.00200  |0.03881  |    -     | 0.03982  |
| 420  | 0.00209  |    -     | 0.00199  |0.03972  |    -     | 0.03917  |
| 421  | 0.00212  |    -     | 0.00198  |0.03972  |    -     | 0.03981  |
| 422  | 0.00204  |    -     | 0.00197  |0.03972  |    -     | 0.03971  |
| 423  | 0.00197  |    -     | 0.00185  |0.03950  |    -     | 0.03981  |
| 424  | 0.00204  |    -     | 0.00188  |0.04008  |    -     | 0.03972  |
| 425  | 0.00211  |    -     | 0.00188  |0.03966  |    -     | 0.03984  |
| 426  | 0.00213  |    -     | 0.00202  |0.03968  |    -     | 0.04029  |
| 427  | 0.00220  |    -     | 0.00199  |0.03973  |    -     | 0.03992  |
| 428  | 0.00216  |    -     | 0.00195  |0.03974  |    -     | 0.03981  |
| 429  | 0.00210  |    -     | 0.00187  |0.03962  |    -     | 0.03984  |
| 430  | 0.00211  |    -     | 0.00206  |0.03971  |    -     | 0.03981  |
| 431  | 0.00210  |    -     | 0.00200  |0.03974  |    -     | 0.03985  |
| 432  | 0.00201  |    -     | 0.00187  |0.03970  |    -     | 0.03977  |
| 433  | 0.00218  |    -     | 0.00192  |0.03975  |    -     | 0.03977  |
| 434  | 0.00208  |    -     | 0.00197  |0.03970  |    -     | 0.03983  |
| 435  | 0.00212  |    -     | 0.00199  |0.03966  |    -     | 0.03976  |
| 436  | 0.00211  |    -     | 0.00197  |0.03961  |    -     | 0.03973  |
| 437  | 0.00203  |    -     | 0.00191  |0.03970  |    -     | 0.04046  |
| 438  | 0.00212  |    -     | 0.00199  |0.03970  |    -     | 0.03989  |
| 439  | 0.00212  |    -     | 0.00202  |0.03981  |    -     | 0.04023  |
| 440  | 0.00200  |    -     | 0.00187  |0.03970  |    -     | 0.03981  |
| 441  | 0.00226  |    -     | 0.00195  |0.03977  |    -     | 0.03990  |
| 442  | 0.00210  |    -     | 0.00187  |0.03966  |    -     | 0.03884  |
| 443  | 0.00212  |    -     | 0.00201  |0.03600  |    -     | 0.03985  |
| 444  | 0.00214  |    -     | 0.00200  |0.03971  |    -     | 0.03983  |
| 445  | 0.00211  |    -     | 0.00198  |0.03973  |    -     | 0.03890  |
| 446  | 0.00210  |    -     | 0.00197  |0.03966  |    -     | 0.03989  |
| 447  | 0.00209  |    -     | 0.00195  |0.03948  |    -     | 0.03895  |
| 448  | 0.00205  |    -     | 0.00203  |0.03976  |    -     | 0.03982  |
| 449  | 0.00204  |    -     | 0.00189  |0.03954  |    -     | 0.03984  |
| 450  | 0.00233  |    -     | 0.00216  |0.03948  |    -     | 0.03918  |
| 451  | 0.00209  |    -     | 0.00203  |0.03613  |    -     | 0.03784  |
| 452  | 0.00221  |    -     | 0.00180  |0.03990  |    -     | 0.03928  |
| 453  | 0.00223  |    -     | 0.00191  |0.04012  |    -     | 0.03805  |
| 454  | 0.00210  |    -     | 0.00206  |0.03817  |    -     | 0.03739  |
| 455  | 0.00232  |    -     | 0.00262  |0.03776  |    -     | 0.03989  |
| 456  | 0.00225  |    -     | 0.00194  |0.03813  |    -     | 0.04007  |
| 457  | 0.00242  |    -     | 0.00208  |0.03825  |    -     | 0.03997  |
| 458  | 0.00222  |    -     | 0.00198  |0.03969  |    -     | 0.03989  |
| 459  | 0.00214  |    -     | 0.00200  |0.03970  |    -     | 0.03980  |
| 460  | 0.00218  |    -     | 0.00205  |0.03971  |    -     | 0.04022  |
| 461  | 0.00210  |    -     | 0.00199  |0.03956  |    -     | 0.03981  |
| 462  | 0.00207  |    -     | 0.00200  |0.03975  |    -     | 0.03985  |
| 463  | 0.00208  |    -     | 0.00195  |0.03974  |    -     | 0.03978  |
| 464  | 0.00203  |    -     | 0.00203  |0.03903  |    -     | 0.03876  |
| 465  | 0.00210  |    -     | 0.00196  |0.03965  |    -     | 0.03983  |
| 466  | 0.00214  |    -     | 0.00197  |0.03973  |    -     | 0.03983  |
| 467  | 0.00209  |    -     | 0.00200  |0.03969  |    -     | 0.03960  |
| 468  | 0.00225  |    -     | 0.00227  |0.04005  |    -     | 0.03721  |
| 469  | 0.00203  |    -     | 0.00202  |0.03978  |    -     | 0.04025  |
| 470  | 0.00207  |    -     | 0.00198  |0.03964  |    -     | 0.03990  |
| 471  | 0.00209  |    -     | 0.00203  |0.04013  |    -     | 0.03940  |
| 472  | 0.00211  |    -     | 0.00198  |0.03969  |    -     | 0.03976  |
| 473  | 0.00209  |    -     | 0.00193  |0.03964  |    -     | 0.03856  |
| 474  | 0.00215  |    -     | 0.00197  |0.03970  |    -     | 0.03933  |
| 475  | 0.00216  |    -     | 0.00199  |0.04021  |    -     | 0.03982  |
| 476  | 0.00196  |    -     | 0.00204  |0.03959  |    -     | 0.03983  |
| 477  | 0.00215  |    -     | 0.00202  |0.03969  |    -     | 0.03934  |
| 478  | 0.00221  |    -     | 0.00200  |0.03973  |    -     | 0.03977  |
| 479  | 0.00213  |    -     | 0.00200  |0.03988  |    -     | 0.03958  |
| 480  | 0.00209  |    -     | 0.00196  |0.03950  |    -     | 0.03738  |
| 481  | 0.00214  |    -     | 0.00199  |0.03961  |    -     | 0.03976  |
| 482  | 0.00199  |    -     | 0.00211  |0.03992  |    -     | 0.03996  |
| 483  | 0.00218  |    -     | 0.00214  |0.03974  |    -     | 0.03904  |
| 484  | 0.00219  |    -     | 0.00205  |0.03969  |    -     | 0.03989  |
| 485  | 0.00205  |    -     | 0.00190  |0.03969  |    -     | 0.04001  |
| 486  | 0.00209  |    -     | 0.00188  |0.03972  |    -     | 0.03976  |
| 487  | 0.00217  |    -     | 0.00200  |0.04022  |    -     | 0.04003  |
| 488  | 0.00213  |    -     | 0.00201  |0.03966  |    -     | 0.04003  |
| 489  | 0.00208  |    -     | 0.00198  |0.03968  |    -     | 0.03647  |
| 490  | 0.00204  |    -     | 0.00186  |0.03737  |    -     | 0.04031  |
| 491  | 0.00208  |    -     | 0.00200  |0.03968  |    -     | 0.03982  |
| 492  | 0.00208  |    -     | 0.00205  |0.03964  |    -     | 0.03702  |
| 493  | 0.00204  |    -     | 0.00189  |0.03972  |    -     | 0.03466  |
| 494  | 0.00225  |    -     | 0.00203  |0.03979  |    -     | 0.04027  |
| 495  | 0.00212  |    -     | 0.00199  |0.03972  |    -     | 0.03988  |
| 496  | 0.00214  |    -     | 0.00191  |0.03968  |    -     | 0.03987  |
| 497  | 0.00215  |    -     | 0.00184  |0.03957  |    -     | 0.04000  |
| 498  | 0.00215  |    -     | 0.00196  |0.03953  |    -     | 0.04007  |
| 499  | 0.00210  |    -     | 0.00197  |0.03975  |    -     | 0.03996  |
| 500  | 0.00220  |    -     | 0.00202  |0.03965  |    -     | 0.03990  |
| 501  | 0.00213  |    -     | 0.00197  |0.03971  |    -     | 0.03979  |
| 502  | 0.00210  |    -     | 0.00197  |0.03978  |    -     | 0.03666  |
| 503  | 0.00215  |    -     | 0.00203  |0.03737  |    -     | 0.04032  |
| 504  | 0.00212  |    -     | 0.00198  |0.03971  |    -     | 0.03980  |
| 505  | 0.00202  |    -     | 0.00203  |0.03971  |    -     | 0.03979  |
| 506  | 0.00215  |    -     | 0.00199  |0.03978  |    -     | 0.03797  |
| 507  | 0.00222  |    -     | 0.00200  |0.03916  |    -     | 0.04030  |
| 508  | 0.00218  |    -     | 0.00202  |0.03976  |    -     | 0.03987  |
| 509  | 0.00218  |    -     | 0.00200  |0.03974  |    -     | 0.04035  |
| 510  | 0.00208  |    -     | 0.00191  |0.03682  |    -     | 0.03999  |
| 511  | 0.00217  |    -     | 0.00207  |0.03724  |    -     | 0.04003  |
| 512  | 0.00211  |    -     | 0.00211  |0.03889  |    -     | 0.04008  |
| 513  | 0.00219  |    -     | 0.00202  |0.03971  |    -     | 0.03991  |
| 514  | 0.00222  |    -     | 0.00201  |0.03983  |    -     | 0.03991  |
| 515  | 0.00218  |    -     | 0.00199  |0.03953  |    -     | 0.03905  |
| 516  | 0.00214  |    -     | 0.00200  |0.03750  |    -     | 0.04019  |
| 517  | 0.00204  |    -     | 0.00192  |0.03952  |    -     | 0.03979  |
| 518  | 0.00223  |    -     | 0.00202  |0.03937  |    -     | 0.03670  |
| 519  | 0.00220  |    -     | 0.00209  |0.03983  |    -     | 0.04037  |
| 520  | 0.00218  |    -     | 0.00212  |0.03795  |    -     | 0.04023  |
| 521  | 0.00223  |    -     | 0.00198  |0.03972  |    -     | 0.03463  |
| 522  | 0.00234  |    -     | 0.00201  |0.03969  |    -     | 0.04007  |
| 523  | 0.00240  |    -     | 0.00211  |0.03661  |    -     | 0.04019  |
| 524  | 0.00231  |    -     | 0.00195  |0.03672  |    -     | 0.03890  |
| 525  | 0.00224  |    -     | 0.00194  |0.04021  |    -     | 0.04008  |
| 526  | 0.00315  |    -     | 0.00203  |0.03986  |    -     | 0.04023  |
| 527  | 0.00232  |    -     | 0.00198  |0.03972  |    -     | 0.03987  |
| 528  | 0.00222  |    -     | 0.00192  |0.03666  |    -     | 0.04006  |
| 529  | 0.00207  |    -     | 0.00213  |0.04009  |    -     | 0.03716  |
| 530  | 0.00226  |    -     | 0.00227  |0.03666  |    -     | 0.04049  |
| 531  | 0.00224  |    -     | 0.00199  |0.03911  |    -     | 0.04002  |
| 532  | 0.00252  |    -     | 0.00187  |0.04038  |    -     | 0.04009  |
| 533  | 0.00210  |    -     | 0.00196  |0.03801  |    -     | 0.04015  |
| 534  | 0.00229  |    -     | 0.00212  |0.03758  |    -     | 0.04011  |
| 535  | 0.00219  |    -     | 0.00194  |0.03869  |    -     | 0.03783  |
| 536  | 0.00214  |    -     | 0.00204  |0.03591  |    -     | 0.04054  |
| 537  | 0.00222  |    -     | 0.00201  |0.03723  |    -     | 0.03927  |
| 538  | 0.00200  |    -     | 0.00247  |0.04028  |    -     | 0.04020  |
| 539  | 0.00231  |    -     | 0.00195  |0.03586  |    -     | 0.03800  |
| 540  | 0.00233  |    -     | 0.00206  |0.03985  |    -     | 0.04022  |
| 541  | 0.00226  |    -     | 0.00209  |0.04005  |    -     | 0.03986  |
| 542  | 0.00198  |    -     | 0.00191  |0.03963  |    -     | 0.03781  |
| 543  | 0.00229  |    -     | 0.00207  |0.03814  |    -     | 0.03743  |
| 544  | 0.00212  |    -     | 0.00223  |0.03985  |    -     | 0.04042  |
| 545  | 0.00218  |    -     | 0.00202  |0.03769  |    -     | 0.04010  |
| 546  | 0.00215  |    -     | 0.00209  |0.03790  |    -     | 0.04008  |
| 547  | 0.00220  |    -     | 0.00192  |0.03709  |    -     | 0.03742  |
| 548  | 0.00263  |    -     | 0.00206  |0.04009  |    -     | 0.03698  |
| 549  | 0.00220  |    -     | 0.00203  |0.03961  |    -     | 0.03617  |
| 550  | 0.00213  |    -     | 0.00212  |0.03605  |    -     | 0.03872  |
| 551  | 0.00217  |    -     | 0.00192  |0.03763  |    -     | 0.04020  |
| 552  | 0.00209  |    -     | 0.00197  |0.03973  |    -     | 0.03969  |
| 553  | 0.00207  |    -     | 0.00198  |0.03976  |    -     | 0.03952  |
| 554  | 0.00199  |    -     | 0.00202  |0.04014  |    -     | 0.03634  |
| 555  | 0.00219  |    -     | 0.00194  |0.04008  |    -     | 0.04002  |
| 556  | 0.00208  |    -     | 0.00195  |0.03866  |    -     | 0.03815  |
| 557  | 0.00210  |    -     | 0.00193  |0.03963  |    -     | 0.03953  |
| 558  | 0.00212  |    -     | 0.00199  |0.03943  |    -     | 0.03990  |
| 559  | 0.00211  |    -     | 0.00209  |0.03981  |    -     | 0.03929  |
| 560  | 0.00214  |    -     | 0.00192  |0.03995  |    -     | 0.03979  |
| 561  | 0.00203  |    -     | 0.00189  |0.03953  |    -     | 0.03969  |
| 562  | 0.00204  |    -     | 0.00189  |0.03761  |    -     | 0.03984  |
| 563  | 0.00216  |    -     | 0.00192  |0.03638  |    -     | 0.03981  |
| 564  | 0.00233  |    -     | 0.00218  |0.03942  |    -     | 0.04003  |
| 565  | 0.00213  |    -     | 0.00191  |0.03962  |    -     | 0.03836  |
| 566  | 0.00203  |    -     | 0.00190  |0.03958  |    -     | 0.03936  |
| 567  | 0.00204  |    -     | 0.00188  |0.03994  |    -     | 0.03993  |
| 568  | 0.00204  |    -     | 0.00191  |0.03729  |    -     | 0.03867  |
| 569  | 0.00209  |    -     | 0.00190  |0.03957  |    -     | 0.04043  |
| 570  | 0.00210  |    -     | 0.00195  |0.04008  |    -     | 0.03448  |
| 571  | 0.00215  |    -     | 0.00200  |0.03765  |    -     | 0.03996  |
| 572  | 0.00219  |    -     | 0.00196  |0.04068  |    -     | 0.03976  |
| 573  | 0.00198  |    -     | 0.00187  |0.03992  |    -     | 0.03824  |
| 574  | 0.00204  |    -     | 0.00191  |0.03959  |    -     | 0.04020  |
| 575  | 0.00206  |    -     | 0.00188  |0.03991  |    -     | 0.03981  |
| 576  | 0.00218  |    -     | 0.00190  |0.03960  |    -     | 0.03618  |
| 577  | 0.00206  |    -     | 0.00189  |0.03957  |    -     | 0.03988  |
| 578  | 0.00209  |    -     | 0.00189  |0.03853  |    -     | 0.03900  |
| 579  | 0.00205  |    -     | 0.00178  |0.04015  |    -     | 0.04000  |
| 580  | 0.00223  |    -     | 0.00207  |0.04022  |    -     | 0.04005  |
| 581  | 0.00211  |    -     | 0.00188  |0.03674  |    -     | 0.03959  |
| 582  | 0.00217  |    -     | 0.00187  |0.03648  |    -     | 0.04036  |
| 583  | 0.00205  |    -     | 0.00203  |0.04012  |    -     | 0.03975  |
| 584  | 0.00206  |    -     | 0.00188  |0.03960  |    -     | 0.04019  |
| 585  | 0.00214  |    -     | 0.00194  |0.03968  |    -     | 0.03970  |
| 586  | 0.00203  |    -     | 0.00187  |0.03999  |    -     | 0.03894  |
| 587  | 0.00202  |    -     | 0.00188  |0.03960  |    -     | 0.04005  |
| 588  | 0.00205  |    -     | 0.00188  |0.03828  |    -     | 0.04006  |
| 589  | 0.00206  |    -     | 0.00189  |0.03956  |    -     | 0.03968  |
| 590  | 0.00201  |    -     | 0.00186  |0.03986  |    -     | 0.04014  |
| 591  | 0.00206  |    -     | 0.00188  |0.03985  |    -     | 0.03974  |
| 592  | 0.00203  |    -     | 0.00187  |0.03994  |    -     | 0.03917  |
| 593  | 0.00208  |    -     | 0.00190  |0.03995  |    -     | 0.04015  |
| 594  | 0.00202  |    -     | 0.00188  |0.04012  |    -     | 0.03991  |
| 595  | 0.00224  |    -     | 0.00208  |0.03824  |    -     | 0.03907  |
| 596  | 0.00218  |    -     | 0.00189  |0.03609  |    -     | 0.04002  |
| 597  | 0.00225  |    -     | 0.00195  |0.03568  |    -     | 0.03983  |
| 598  | 0.00210  |    -     | 0.00190  |0.03683  |    -     | 0.03975  |
| 599  | 0.00212  |    -     | 0.00197  |0.04001  |    -     | 0.03967  |
| 600  | 0.00204  |    -     | 0.00191  |0.03959  |    -     | 0.03954  |
| 601  | 0.00214  |    -     | 0.00212  |0.03793  |    -     | 0.03984  |
| 602  | 0.00202  |    -     | 0.00188  |0.03969  |    -     | 0.03974  |
| 603  | 0.00199  |    -     | 0.00190  |0.03957  |    -     | 0.03978  |
| 604  | 0.00203  |    -     | 0.00189  |0.03959  |    -     | 0.03975  |
| 605  | 0.00254  |    -     | 0.00197  |0.03966  |    -     | 0.03982  |
| 606  | 0.00202  |    -     | 0.00187  |0.03957  |    -     | 0.03997  |
| 607  | 0.00216  |    -     | 0.00192  |0.03966  |    -     | 0.04021  |
| 608  | 0.00214  |    -     | 0.00189  |0.04007  |    -     | 0.04011  |
| 609  | 0.00210  |    -     | 0.00190  |0.03953  |    -     | 0.03989  |
| 610  | 0.00206  |    -     | 0.00189  |0.04674  |    -     | 0.04014  |
| 611  | 0.00211  |    -     | 0.00190  |0.03961  |    -     | 0.03978  |
| 612  | 0.00204  |    -     | 0.00180  |0.03996  |    -     | 0.04010  |
| 613  | 0.00210  |    -     | 0.00191  |0.03990  |    -     | 0.03964  |
| 614  | 0.00204  |    -     | 0.00188  |0.03953  |    -     | 0.03964  |
| 615  | 0.00211  |    -     | 0.00189  |0.03935  |    -     | 0.03969  |
| 616  | 0.00202  |    -     | 0.00189  |0.04000  |    -     | 0.03754  |
| 617  | 0.00213  |    -     | 0.00192  |0.03954  |    -     | 0.03627  |
| 618  | 0.00205  |    -     | 0.00189  |0.04001  |    -     | 0.03943  |
| 619  | 0.00223  |    -     | 0.00201  |0.03579  |    -     | 0.03986  |
| 620  | 0.00205  |    -     | 0.00188  |0.04005  |    -     | 0.04015  |
| 621  | 0.00202  |    -     | 0.00187  |0.04013  |    -     | 0.03883  |
| 622  | 0.00206  |    -     | 0.00190  |0.03959  |    -     | 0.03970  |
| 623  | 0.00203  |    -     | 0.00187  |0.03999  |    -     | 0.03740  |
| 624  | 0.00216  |    -     | 0.00195  |0.03975  |    -     | 0.03994  |
| 625  | 0.00228  |    -     | 0.00189  |0.03714  |    -     | 0.03849  |
| 626  | 0.00213  |    -     | 0.00203  |0.04007  |    -     | 0.04014  |
| 627  | 0.00206  |    -     | 0.00189  |0.03881  |    -     | 0.03938  |
| 628  | 0.00213  |    -     | 0.00194  |0.03992  |    -     | 0.03678  |
| 629  | 0.00207  |    -     | 0.00189  |0.04010  |    -     | 0.03892  |
| 630  | 0.00214  |    -     | 0.00211  |0.03972  |    -     | 0.03951  |
| 631  | 0.00241  |    -     | 0.00209  |0.03975  |    -     | 0.03477  |
| 632  | 0.00208  |    -     | 0.00212  |0.03738  |    -     | 0.03745  |
| 633  | 0.00225  |    -     | 0.00198  |0.03734  |    -     | 0.03974  |
| 634  | 0.00205  |    -     | 0.00188  |0.03995  |    -     | 0.03954  |
| 635  | 0.00207  |    -     | 0.00204  |0.03503  |    -     | 0.04018  |
| 636  | 0.00212  |    -     | 0.00211  |0.03935  |    -     | 0.03998  |
| 637  | 0.00226  |    -     | 0.00220  |0.03820  |    -     | 0.03743  |
| 638  | 0.00209  |    -     | 0.00190  |0.04008  |    -     | 0.03978  |
| 639  | 0.00218  |    -     | 0.00200  |0.03980  |    -     | 0.03970  |
| 640  | 0.00205  |    -     | 0.00185  |0.03965  |    -     | 0.03934  |
| 641  | 0.00203  |    -     | 0.00193  |0.03995  |    -     | 0.03988  |
| 642  | 0.00206  |    -     | 0.00187  |0.03957  |    -     | 0.03968  |
| 643  | 0.00214  |    -     | 0.00192  |0.03972  |    -     | 0.03970  |
| 644  | 0.00205  |    -     | 0.00189  |0.04011  |    -     | 0.04037  |
| 645  | 0.00212  |    -     | 0.00193  |0.04000  |    -     | 0.04018  |
| 646  | 0.00210  |    -     | 0.00192  |0.03970  |    -     | 0.03973  |
| 647  | 0.00205  |    -     | 0.00191  |0.03958  |    -     | 0.04010  |
| 648  | 0.00202  |    -     | 0.00188  |0.03995  |    -     | 0.03668  |
| 649  | 0.00204  |    -     | 0.00189  |0.03993  |    -     | 0.04028  |
| 650  | 0.00206  |    -     | 0.00193  |0.03706  |    -     | 0.04028  |
| 651  | 0.00206  |    -     | 0.00193  |0.04003  |    -     | 0.04005  |
| 652  | 0.00213  |    -     | 0.00186  |0.04005  |    -     | 0.03928  |
| 653  | 0.00213  |    -     | 0.00195  |0.03591  |    -     | 0.03972  |
| 654  | 0.00206  |    -     | 0.00192  |0.03665  |    -     | 0.04018  |
| 655  | 0.00223  |    -     | 0.00192  |0.03797  |    -     | 0.04025  |
| 656  | 0.00229  |    -     | 0.00198  |0.03955  |    -     | 0.03619  |
| 657  | 0.00215  |    -     | 0.00194  |0.03747  |    -     | 0.04010  |
| 658  | 0.00204  |    -     | 0.00188  |0.03642  |    -     | 0.03610  |
| 659  | 0.00217  |    -     | 0.00196  |0.03830  |    -     | 0.04006  |
| 660  | 0.00212  |    -     | 0.00195  |0.03954  |    -     | 0.03976  |
| 661  | 0.00206  |    -     | 0.00192  |0.03703  |    -     | 0.03986  |
| 662  | 0.00216  |    -     | 0.00192  |0.04004  |    -     | 0.03959  |
| 663  | 0.00206  |    -     | 0.00190  |0.04001  |    -     | 0.03972  |
| 664  | 0.00207  |    -     | 0.00192  |0.03966  |    -     | 0.03976  |
| 665  | 0.00208  |    -     | 0.00192  |0.03786  |    -     | 0.03837  |
| 666  | 0.00213  |    -     | 0.00192  |0.03881  |    -     | 0.04010  |
| 667  | 0.00211  |    -     | 0.00193  |0.03998  |    -     | 0.03923  |
| 668  | 0.00208  |    -     | 0.00190  |0.04000  |    -     | 0.03809  |
| 669  | 0.00209  |    -     | 0.00191  |0.03999  |    -     | 0.03975  |
| 670  | 0.00202  |    -     | 0.00193  |0.03959  |    -     | 0.03973  |
| 671  | 0.00205  |    -     | 0.00191  |0.03954  |    -     | 0.03971  |
